标题,链接,房屋总价,房屋户型,房本面积,房屋朝向,所在楼层,装修情况,产权年限,建筑年代,房屋类型,交易权属,参考首付
三里家园：标准两房、婚房装修、拎包入住、中间楼层 ,http://hz.58.com/ershoufang/33516996658378x.shtml,126                                万（单价26250                                元/㎡）,1室1厅1卫,48㎡,南,中层/共6层,豪华装修,70年,2003年,普通住宅,商品房,37.8                                万（月供3617元/月）
朝晖八区 运河边 南北通透， 精致装修 ,http://hz.58.com/ershoufang/33517242753449x.shtml,200                                万（单价29411                                元/㎡）,3室1厅1卫,68㎡,南北,中层/共7层,豪华装修,70年,1983年,普通住宅,商品房,60                                万（月供5741元/月）
美都雅苑 大两房 房东置换诚心出售 30万精装修 ,http://hz.58.com/ershoufang/33498049141931x.shtml,200                                万（单价23809                                元/㎡）,2室2厅1卫,84㎡,南北,中层/共17层,豪华装修,70年,2008年,普通住宅,商品房,60                                万（月供5741元/月）
圣奥领寓 正气小三房+三开间朝南+双阳台+全明户 ,http://hz.58.com/ershoufang/33511133392456x.shtml,298                                万（单价34135                                元/㎡）,3室2厅1卫,87.3㎡,南,中层/共18层,豪华装修,70年,2011年,普通住宅,商品房,89.4                                万（月供8553元/月）
西溪湿地正对面，蒋村板块，边上西溪银泰已经开业， ,http://hz.58.com/ershoufang/33497840609589x.shtml,150                                万（单价32608                                元/㎡）,1室1厅1卫,46㎡,东,中层/共7层,豪华装修,40年,2017年,公寓,商品房,45                                万（月供4304元/月）
你还在因为杭州限购发愁吗？在这里完全可以解决 不 ,http://hz.58.com/ershoufang/33523344163625x.shtml,79                                万（单价17555                                元/㎡）,2室2厅1卫,45㎡,南,高层/共19层,豪华装修,70年,2018年,普通住宅,商品房,23.7                                万（月供2266元/月）
（豪装武林府）大气三房，豪华装修，管家式一对一服 ,http://hz.58.com/ershoufang/33517707600336x.shtml,718                                万（单价41028                                元/㎡）,3室2厅2卫,175㎡,南,高层/共21层,豪华装修,70年,2013年,普通住宅,商品房,215.4                                万（月供20607元/月）
豪华精装修送前后双露台的房子！送的面积超大！ ,http://hz.58.com/ershoufang/33522741544361x.shtml,200                                万（单价15151                                元/㎡）,4室2厅2卫,132㎡,南北,高层/共7层,豪华装修,70年,2010年,普通住宅,商品房,60                                万（月供5741元/月）
四季青边 新出20万精装大两房朝南全明边套，两房 ,http://hz.58.com/ershoufang/33497163361871x.shtml,250                                万（单价39682                                元/㎡）,2室2厅1卫,63㎡,南北,中层/共7层,豪华装修,70年,1997年,普通住宅,商品房,75                                万（月供7174元/月）
安吉，绿城龙王溪小镇精装小户型高尔夫度假别墅，赠 ,http://hz.58.com/ershoufang/33523693299635x.shtml,255                                万（单价19615                                元/㎡）,4室2厅3卫,130㎡,南,共1层,豪华装修,70年,2017年,别墅,商品房,76.5                                万（月供7319元/月）
万家花园，豪华装修，房东急买，南北通透，出行便利 ,http://hz.58.com/ershoufang/33511768043070x.shtml,430                                万（单价33593                                元/㎡）,4室2厅2卫,128㎡,南北,中层/共6层,豪华装修,70年,2004年,普通住宅,商品房,129                                万（月供12340元/月）
江南新上好房，龙湖天街旁，配套成熟，诚心出售，置 ,http://hz.58.com/ershoufang/33522348275770x.shtml,640                                万（单价47407                                元/㎡）,3室2厅2卫,135㎡,南北,中层/共34层,豪华装修,70年,2017年,普通住宅,商品房,192                                万（月供18369元/月）
绿城送32万精装，得房百分之90，日照9h，位置 ,http://hz.58.com/ershoufang/33521706814647x.shtml,340                                万（单价38812                                元/㎡）,2室2厅1卫,87.6㎡,南,中层/共23层,豪华装修,70年,2016年,普通住宅,商品房,102                                万（月供9759元/月）
"富阳大城小院，杭州豪宅,均价1万8，杭州双地铁边 ",http://hz.58.com/ershoufang/33518297371697x.shtml,489                                万（单价19027                                元/㎡）,4室2厅3卫,257㎡,南北,共1层,豪华装修,70年,2010年,普通住宅,商品房,146.7                                万（月供14035元/月）
银湖板块精装修婚房标准环保装修拎包入住舒适两房房 ,http://hz.58.com/ershoufang/33509556980532x.shtml,350                                万（单价18617                                元/㎡）,2室2厅2卫,188㎡,南,高层/共6层,豪华装修,70年,2004年,普通住宅,商品房,105                                万（月供10044元/月）
"绍兴高铁站旁,万达精装V公馆 ,年租金保底7个点 ",http://hz.58.com/ershoufang/33496097720528x.shtml,38                                万（单价8085                                元/㎡）,1室1厅1卫,47㎡,南,中层/共30层,豪华装修,50年,2015年,公寓,公房,11.4                                万（月供1091元/月）
新出 都市水乡 正规三房 婚房装修 房东工作调动 ,http://hz.58.com/ershoufang/33522962599219x.shtml,259                                万（单价27263                                元/㎡）,2室2厅1卫,95㎡,南北,中层/共18层,豪华装修,70年,2009年,普通住宅,商品房,77.7                                万（月供7432元/月）
湖滨花园品质小区 80万豪华装修 品牌家具家电  ,http://hz.58.com/ershoufang/33522180670146x.shtml,460                                万（单价35114                                元/㎡）,3室2厅2卫,131㎡,南北,高层/共32层,豪华装修,70年,2008年,普通住宅,商品房,138                                万（月供13203元/月）
南润名座房东亏本急转包税萧山类住宅公寓 地铁口现 ,http://hz.58.com/ershoufang/33521699895608x.shtml,85                                万（单价11971                                元/㎡）,2室2厅1卫,71㎡,南,高层/共18层,豪华装修,70年,2015年,普通住宅,商品房,25.5                                万（月供2438元/月）
多层大四房，中间楼层，30万全实木装修，南北通透 ,http://hz.58.com/ershoufang/33521665949894x.shtml,320                                万（单价23188                                元/㎡）,4室2厅2卫,138㎡,南北,中层/共6层,豪华装修,70年,2008年,普通住宅,商品房,96                                万（月供9185元/月）
红街45万精装三房，装修不到两年，房东看好新房急 ,http://hz.58.com/ershoufang/33520769057705x.shtml,402                                万（单价32682                                元/㎡）,3室2厅2卫,123㎡,南,中层/共16层,豪华装修,70年,2010年,普通住宅,商品房,120.6                                万（月供11536元/月）
三桥边 一线江景房 钱江新城 大三房 坐拥钱塘一 ,http://hz.58.com/ershoufang/33518333721423x.shtml,399                                万（单价28913                                元/㎡）,3室2厅2卫,138㎡,南,高层/共26层,豪华装修,50年,2016年,普通住宅,商品房,119.7                                万（月供11450元/月）
兰园多层电梯洋房 南北通透 大阳台 ,http://hz.58.com/ershoufang/33523898148682x.shtml,618                                万（单价69127                                元/㎡）,2室2厅1卫,89.4㎡,南北,共5层,豪华装修,70年,2014年,普通住宅,商品房,185.4                                万（月供17737元/月）
西子花园武林广场 大三房三个阳台带储藏室 不靠马 ,http://hz.58.com/ershoufang/33519675917111x.shtml,335                                万（单价27685                                元/㎡）,3室2厅2卫,121㎡,南,高层/共25层,豪华装修,70年,1998年,普通住宅,商品房,100.5                                万（月供9615元/月）
钱江新城一线江景房！与德国前总统为邻！低于市场2 ,http://hz.58.com/ershoufang/33511892443324x.shtml,198                                万（单价31428                                元/㎡）,1室1厅1卫,63㎡,东,高层/共44层,豪华装修,70年,2013年,普通住宅,商品房,59.4                                万（月供5683元/月）
"三桥旁边的朝南一线豪装江景房,自带商业体,钱江新 ",http://hz.58.com/ershoufang/33522426783182x.shtml,500.3                                万（单价37616                                元/㎡）,2室2厅2卫,133㎡,南北,中层/共42层,豪华装修,70年,2016年,普通住宅,商品房,150.09                                万（月供14359元/月）
北景园菊香 跃层未入住精装修，南北通透，视野开阔 ,http://hz.58.com/ershoufang/33520835011382x.shtml,430                                万（单价51982                                元/㎡）,3室2厅2卫,82.72㎡,南北,高层/共6层,豪华装修,70年,2006年,普通住宅,商品房,129                                万（月供12340元/月）
三里新城3楼东边套 绝板户型 全天采光！新房已看 ,http://hz.58.com/ershoufang/33518610812362x.shtml,260                                万（单价29213                                元/㎡）,3室1厅1卫,89㎡,南,中层/共6层,豪华装修,70年,2005年,普通住宅,商品房,78                                万（月供7463元/月）
世茂256跃层豪装 经典跃层 性价比高 一线江景 ,http://hz.58.com/ershoufang/33517762649664x.shtml,590.7                                万（单价23074                                元/㎡）,5室2厅4卫,256㎡,南北,中层/共17层,豪华装修,70年,2016年,普通住宅,商品房,177.21                                万（月供16952元/月）
绿城杨柳郡 此房无介绍 新上 有证 就是这个价  ,http://hz.58.com/ershoufang/33517441231019x.shtml,450                                万（单价33333                                元/㎡）,4室2厅2卫,135㎡,南,中层/共13层,豪华装修,70年,2017年,普通住宅,商品房,135                                万（月供12914元/月）
市中心 绿地华家池 精装修高端品质公寓 自带商业 ,http://hz.58.com/ershoufang/33517441123776x.shtml,175                                万（单价35714                                元/㎡）,1室1厅1卫,49㎡,南,低层/共28层,豪华装修,70年,2014年,普通住宅,商品房,52.5                                万（月供5023元/月）
