['鲁JZZ777宝马牌BMW7301EL小型轿车', '//sf.taobao.com/sf_item/565014166140.htm', 1519869600000]
['苏LF7681城市猎豹牌混凝土输送车一辆', '//sf.taobao.com/sf_item/566949083397.htm', 1523757600000]
['车牌号为浙A0NP76的小型越野客车一辆', '//sf.taobao.com/sf_item/566663712743.htm', 1523757600000]
['车牌号为云FGL702号轻型普通货车一辆', '//sf.taobao.com/sf_item/566953755782.htm', 1523757600000]
['川MD0072凯迪拉克牌小型轿车', '//sf.taobao.com/sf_item/566536155415.htm', 1523757600000]
['苏LF7720城市猎豹牌混凝土输送车一辆', '//sf.taobao.com/sf_item/566781013173.htm', 1523757600000]
['鲁LE1211徐工牌汽车起重机一辆', '//sf.taobao.com/sf_item/566653137330.htm', 1523757600000]
['思威牌小型越野车车牌号：豫A910AF', '//sf.taobao.com/sf_item/566594213033.htm', 1523757600000]
['车牌为苏GY2382荣威牌小型客', '//sf.taobao.com/sf_item/565815541740.htm', 1523757600000]
['别克君越2010款2.4L豪华版京P66N77', '//sf.taobao.com/sf_item/566816898660.htm', 1523757600000]
['浙D4779A骊威牌DFL7163BC小型轿车一辆（不含号牌）', '//sf.taobao.com/sf_item/566864802647.htm', 1523757600000]
['牌照为浙AEG078号的别克牌小型轿车一辆', '//sf.taobao.com/sf_item/566787866314.htm', 1523757600000]
['浙A917CR别克凯越旅行版一辆', '//sf.taobao.com/sf_item/566784534599.htm', 1523757600000]
['浙A992EZ号东南牌小型轿车', '//sf.taobao.com/sf_item/566817423827.htm', 1523757600000]
['雷诺科雷傲（进口）小型越野车', '//sf.taobao.com/sf_item/566877942690.htm', 1523757600000]
['闽CAX856丰田牌小型轿车一辆', '//sf.taobao.com/sf_item/566662316085.htm', 1523757600000]
['粤AR7Q80小型普通客车一辆', '//sf.taobao.com/sf_item/566538136608.htm', 1523757600000]
['川BEK315奥迪A6小型轿车', '//sf.taobao.com/sf_item/566588798349.htm', 1523757600000]
['牌照为浙AU2D68号的雪佛兰牌小型轿车', '//sf.taobao.com/sf_item/566660797676.htm', 1523757600000]
['闽BW3806号沃尔沃小型轿车', '//sf.taobao.com/sf_item/566778409708.htm', 1523757600000]
['被执行人夏立桐名下的冀ED082X丰田牌汽车一辆', '//sf.taobao.com/sf_item/566674078203.htm', 1523757600000]
['车牌号为浙A9EV67的东南牌小型普通客车一辆', '//sf.taobao.com/sf_item/566964435386.htm', 1523757600000]
['赣C1A221别克牌SGM7244ATA小轿车', '//sf.taobao.com/sf_item/566543440650.htm', 1523757600000]
['车牌号为云A8AD17号大众牌轿车', '//sf.taobao.com/sf_item/565948666755.htm', 1523757600000]
['现代索纳塔汽车', '//sf.taobao.com/sf_item/566668828099.htm', 1523757600000]
['沈**名下的皖PU5956丰田小轿车', '//sf.taobao.com/sf_item/566618876263.htm', 1523757600000]
['魏红部分资产-雷丁牌电轿一辆', '//sf.taobao.com/sf_item/566600402785.htm', 1523757600000]
['车牌号为云FGL105号小型普通客车一辆', '//sf.taobao.com/sf_item/566953763580.htm', 1523757600000]
['奥迪小车一辆（车辆号湘M59578，识别号：WAUAGD4L0FD028116）', '//sf.taobao.com/sf_item/566432050162.htm', 1523757600000]
['南骏牌轻型货车', '//sf.taobao.com/sf_item/567097149557.htm', 1523757600000]
['帕拉美拉B5WPOBA297小型轿车', '//sf.taobao.com/sf_item/566000725045.htm', 1523757600000]
['雅阁牌豫AA5L77小轿车一辆', '//sf.taobao.com/sf_item/566465508772.htm', 1523757600000]
['浙E0Z252福特牌轿车一辆（非营运）', '//sf.taobao.com/sf_item/566880854793.htm', 1523757600000]
['粤DRB660宝马牌小汽车', '//sf.taobao.com/sf_item/565914766880.htm', 1523757600000]
['浙A0CL55号北京现代牌小型轿车', '//sf.taobao.com/sf_item/566731558158.htm', 1523757600000]
['闽H0333B（品牌：丰田）小型轿车一辆', '//sf.taobao.com/sf_item/565918303143.htm', 1523757600000]
['车牌号云A8UA87丰田小轿车一辆', '//sf.taobao.com/sf_item/566323206039.htm', 1523671200000]
['李克武所有的闽C53892号小型轿车', '//sf.taobao.com/sf_item/566592565184.htm', 1523757600000]
['黄福春所有的帕萨特小型汽车一辆（报废车辆，不可上路）', '//sf.taobao.com/sf_item/566626661193.htm', 1523757600000]
['川X86288神行者小型越野客车一辆', '//sf.taobao.com/sf_item/566784789767.htm', 1523757600000]
['白色奥迪轿车（冀JKA837）', '//sf.taobao.com/sf_item/566868458146.htm', 1523757600000]
['重型罐式货车四辆', '//sf.taobao.com/sf_item/566663808565.htm', 1523671200000]
['沪C917T1号帕萨特牌小型汽车一辆', '//sf.taobao.com/sf_item/566038743649.htm', 1523671200000]
['鲁VD133S号福田轻型厢式货车1辆', '//sf.taobao.com/sf_item/566722618759.htm', 1523671200000]
['苏NHC081奥迪牌小型汽车一辆', '//sf.taobao.com/sf_item/566825919464.htm', 1523671200000]
['闽G8733G（品牌型号思威DHW6452B(CR-V2.4)）小型普通客车', '//sf.taobao.com/sf_item/566539672336.htm', 1523671200000]
['车牌号为浙AA5Q98小汽车一辆', '//sf.taobao.com/sf_item/566896267936.htm', 1523667600000]
['福田牌BJ5049XXY-F3轻型厢式货车', '//sf.taobao.com/sf_item/566814942259.htm', 1523671200000]
['浙AB91C2旧机动车一辆', '//sf.taobao.com/sf_item/566711306398.htm', 1523671200000]
['（破）镇江韦岗铁矿有限公司车牌号苏L07096桑塔纳3000一辆', '//sf.taobao.com/sf_item/566858000236.htm', 1523671200000]
['浙EEY566旧机动车一辆', '//sf.taobao.com/sf_item/566635585978.htm', 1523671200000]
['苏NN6888梅赛德斯奔驰牌小型汽车一辆', '//sf.taobao.com/sf_item/566737430390.htm', 1523671200000]
['浙ER9129号小型汽车一辆（非营运）', '//sf.taobao.com/sf_item/566900051123.htm', 1523671200000]
['浙D35N37宝马牌WBA3X110小型轿车车一辆（不含号牌）', '//sf.taobao.com/sf_item/566819682611.htm', 1523671200000]
['浙EJG766凯迪拉克小型汽车(非营运)', '//sf.taobao.com/sf_item/566736425094.htm', 1523671200000]
['粤JQS656号奔驰牌小型轿车', '//sf.taobao.com/sf_item/566833146709.htm', 1523671200000]
['车牌号为黑CX1138车辆', '//sf.taobao.com/sf_item/566788439000.htm', 1523671200000]
['粤JP6528号五菱牌小型普通客车', '//sf.taobao.com/sf_item/566633564800.htm', 1523671200000]
['浙E18999梅赛德斯奔驰牌小轿车一辆(非营运)', '//sf.taobao.com/sf_item/566902183292.htm', 1523671200000]
['（破）车牌为浙D28C89长安牌车一辆', '//sf.taobao.com/sf_item/566735345430.htm', 1523671200000]
['鲁VA312T号特杰小型普通客车1辆', '//sf.taobao.com/sf_item/566521644164.htm', 1523671200000]
['闽J-S0973东南牌轿车一辆', '//sf.taobao.com/sf_item/566662548800.htm', 1523671200000]
['（破）镇江韦岗铁矿有限公司苏L05696桑塔纳3000一辆', '//sf.taobao.com/sf_item/566858132266.htm', 1523671200000]
['三菱车', '//sf.taobao.com/sf_item/566861122960.htm', 1523671200000]
['车牌号为陕AD73L8丰田牌汽车一辆', '//sf.taobao.com/sf_item/566902935248.htm', 1523671200000]
['（破）镇江韦岗铁矿有限公司车牌号苏L07296桑塔纳一辆', '//sf.taobao.com/sf_item/566974697489.htm', 1523671200000]
['冀A90Q62号猎豹汽车', '//sf.taobao.com/sf_item/567647866404.htm', 1523667600000]
['车牌号为浙A4MS77的昌河牌轻型厢式货车', '//sf.taobao.com/sf_item/566678559751.htm', 1523584800000]
['浙A530PM大众牌小型汽车一辆', '//sf.taobao.com/sf_item/566417588270.htm', 1523584800000]
['浙J0P067帕萨特牌车辆', '//sf.taobao.com/sf_item/566642181116.htm', 1523584800000]
['浙CJ9876奥迪轿车', '//sf.taobao.com/sf_item/566703877358.htm', 1523584800000]
['焦**所有的车牌号为湘A8ZW72的思域牌小车', '//sf.taobao.com/sf_item/566480404339.htm', 1523584800000]
['车牌号码湘A8YE26奔驰牌小轿车', '//sf.taobao.com/sf_item/566842427445.htm', 1523584800000]
['拍卖丰田牌GTM7251GB小型轿车一台', '//sf.taobao.com/sf_item/566665873144.htm', 1523584800000]
['车牌号为宁A8Q316的宝马X5越野车', '//sf.taobao.com/sf_item/566797131992.htm', 1523584800000]
['苏DDE888宝马740Li小型轿车', '//sf.taobao.com/sf_item/566797307606.htm', 1523584800000]
['赣G97399北京现代牌小汽车', '//sf.taobao.com/sf_item/566417820921.htm', 1523584800000]
['车牌号为贵CGE351号的海马牌轿车一辆', '//sf.taobao.com/sf_item/565759217592.htm', 1523584800000]
['皖F93019别克牌轿车', '//sf.taobao.com/sf_item/566747730660.htm', 1523584800000]
['车牌号为浙AS6U89的小型普通客车', '//sf.taobao.com/sf_item/566469316935.htm', 1523584800000]
['牌照号津AGQ791松花江牌HFJ6392BE4小型普通客车', '//sf.taobao.com/sf_item/566831575517.htm', 1523584800000]
['苏NTV722马自达牌小型汽车一辆', '//sf.taobao.com/sf_item/566468656876.htm', 1523584800000]
['车牌号苏GPP719号轿车', '//sf.taobao.com/sf_item/566638761969.htm', 1523584800000]
['&rdquo;川BAE687&rdquo;长城牌小型越野客车', '//sf.taobao.com/sf_item/566831039512.htm', 1523584800000]
['车牌号为渝FJ6660的大众牌小型普通客车一辆', '//sf.taobao.com/sf_item/566740078438.htm', 1523584800000]
['浙D0Y731奥迪牌WAU8FD8T小型轿车车一辆（不含号牌）', '//sf.taobao.com/sf_item/566730606300.htm', 1523584800000]
['豫SZ9678揽胜极光2179CC小型越野客车', '//sf.taobao.com/sf_item/566667673244.htm', 1523584800000]
['豫H-40302号一汽牌轿车', '//sf.taobao.com/sf_item/566665465831.htm', 1523584800000]
['闽FZ3655号广州本田锋范小型轿车', '//sf.taobao.com/sf_item/566546084054.htm', 1523584800000]
['车牌为浙F197K0丰田牌汽车一辆', '//sf.taobao.com/sf_item/566795287925.htm', 1523584800000]
['速腾牌FV7166轿车', '//sf.taobao.com/sf_item/566656293446.htm', 1523584800000]
['鲁VWX600东风悦达起亚狮跑越野车', '//sf.taobao.com/sf_item/566709606262.htm', 1523584800000]
['豫A5399E号五菱牌小型面包车', '//sf.taobao.com/sf_item/566741067141.htm', 1523584800000]
['被执行人吴绍成所有的一辆奔腾B90轿车', '//sf.taobao.com/sf_item/566821559170.htm', 1523584800000]
['东莞市望牛墩下漕综合市场粤SH844G号丰田RAV4小型普通客车一辆', '//sf.taobao.com/sf_item/566417356135.htm', 1523584800000]
['浙CJ5688海马轿车', '//sf.taobao.com/sf_item/566545840421.htm', 1523584800000]
['苏DJ801E本田小型轿车', '//sf.taobao.com/sf_item/566735246348.htm', 1523584800000]
['（破）瑞安市瓯江电机有限公司名下浙CF7E12号吉奥牌小型普通客车', '//sf.taobao.com/sf_item/566713191180.htm', 1523584800000]
['冀D8266U捷达汽车', '//sf.taobao.com/sf_item/565821268854.htm', 1523584800000]
['丰田合资名牌车，丰田陆地巡洋舰', '//sf.taobao.com/sf_item/566394462004.htm', 1523584800000]
['三菱牌DN7243H轿车', '//sf.taobao.com/sf_item/566571701153.htm', 1523584800000]
['湘AE3J37雅阁牌小汽车', '//sf.taobao.com/sf_item/566591685066.htm', 1523584800000]
['鄂F2A387梅德赛斯奔驰牌轿车', '//sf.taobao.com/sf_item/566641713409.htm', 1523584800000]
['豫A008PC号桑塔纳小型汽车一辆', '//sf.taobao.com/sf_item/566648646001.htm', 1523584800000]
['车牌号为苏KXP058的奥迪牌小型轿车（不含车牌）', '//sf.taobao.com/sf_item/566659053123.htm', 1523584800000]
['豫A007PE号桑塔纳小型汽车一辆', '//sf.taobao.com/sf_item/566661978600.htm', 1523584800000]
['车牌为浙AJ202S欧洲之星小型轿车一辆', '//sf.taobao.com/sf_item/566695627386.htm', 1523584800000]
['宝骏轿车一辆', '//sf.taobao.com/sf_item/566729974285.htm', 1523584800000]
['拍卖津 N92756号奥迪牌小型轿车', '//sf.taobao.com/sf_item/566760915623.htm', 1523494800000]
['（破）浙CNG726丰田牌小型汽车', '//sf.taobao.com/sf_item/566394140205.htm', 1523498400000]
['苏MMP159雅阁牌HG7240（ACCORD2.4T）小型汽车', '//sf.taobao.com/sf_item/566129808437.htm', 1523498400000]
['（破）浙C518P1号桑塔纳牌的小型轿车', '//sf.taobao.com/sf_item/566564677597.htm', 1523498400000]
['渝CJR699北京现代牌小型汽车一辆', '//sf.taobao.com/sf_item/566761319744.htm', 1523498400000]
['浙G761KA号汽车', '//sf.taobao.com/sf_item/566470812822.htm', 1523498400000]
['（破）浙C508P1号桑塔纳牌的小型轿车', '//sf.taobao.com/sf_item/566565001668.htm', 1523498400000]
['津DHB330大众牌小型普通客车', '//sf.taobao.com/sf_item/566305065268.htm', 1523498400000]
['牌号为浙A&middot;L8J00 梅赛德斯-奔驰牌小型轿车一辆', '//sf.taobao.com/sf_item/566448140921.htm', 1523498400000]
['车牌号为浙A8181L的丰田牌小型轿车壹辆', '//sf.taobao.com/sf_item/566510828105.htm', 1523498400000]
['浙JQ727P揽胜运动牌SALSN2D4小型越野客车一辆', '//sf.taobao.com/sf_item/566730227512.htm', 1523498400000]
['浙K07827的汽车一辆', '//sf.taobao.com/sf_item/566432938712.htm', 1523498400000]
['车牌号为浙A3DS78的小型普通客车', '//sf.taobao.com/sf_item/566513465600.htm', 1523498400000]
['豫C539DM宝马牌BMW7200MD(BMW320)小型轿车', '//sf.taobao.com/sf_item/566940537070.htm', 1523498400000]
['浙B9350W的汽车一辆', '//sf.taobao.com/sf_item/566472571129.htm', 1523498400000]
['苏NJV316五菱牌小型汽车一辆', '//sf.taobao.com/sf_item/566734423891.htm', 1523498400000]
['浙BQG323的汽车一辆', '//sf.taobao.com/sf_item/566352965572.htm', 1523498400000]
['牌号为浙EA3318别克轿车', '//sf.taobao.com/sf_item/567056094592.htm', 1523498400000]
['津KHR990别克牌小型轿车', '//sf.taobao.com/sf_item/566205008875.htm', 1523498400000]
['牌号为浙EAG711现代汽车', '//sf.taobao.com/sf_item/567142703865.htm', 1523498400000]
['车牌为浙A557ME飞度小型轿车一辆', '//sf.taobao.com/sf_item/566164269419.htm', 1523498400000]
['豫J18977东风日产牌小型轿车', '//sf.taobao.com/sf_item/566647526356.htm', 1523498400000]
['被执行人陈阳继承的黑色奥迪A6轿车', '//sf.taobao.com/sf_item/566684227395.htm', 1523498400000]
['车牌号为豫EXE677汽车一辆', '//sf.taobao.com/sf_item/566588093503.htm', 1523498400000]
['车牌黑LB6967解放牌重型自卸货车一辆', '//sf.taobao.com/sf_item/566045060526.htm', 1523498400000]
['浙JP150J号的小型汽车一辆', '//sf.taobao.com/sf_item/566374226853.htm', 1523498400000]
['粤AU781R宝马牌汽车一辆', '//sf.taobao.com/sf_item/566606938701.htm', 1523498400000]
['车牌黑LB6909解放牌重型自卸货车一辆', '//sf.taobao.com/sf_item/566235386294.htm', 1523498400000]
['津NB8966起亚牌小型普通客车', '//sf.taobao.com/sf_item/566188160708.htm', 1523498400000]
['张成红挂靠于驻马店市浩然机械加工有限公司的豫QB6956号汽车一辆', '//sf.taobao.com/sf_item/566594557555.htm', 1523498400000]
['宁A5Q509号揽胜极光牌SALVA2BG小型越野客车', '//sf.taobao.com/sf_item/566233914623.htm', 1523498400000]
['车牌为浙A9893S宝马牌小型轿车一辆', '//sf.taobao.com/sf_item/566628713911.htm', 1523498400000]
['车牌号为浙A930RX的宝马牌小型轿车壹辆', '//sf.taobao.com/sf_item/566594497292.htm', 1523498400000]
['北京现代牌BH7167AY小型轿车', '//sf.taobao.com/sf_item/566670710431.htm', 1523498400000]
['车牌号为浙D791LK的车辆一辆', '//sf.taobao.com/sf_item/566646602157.htm', 1523498400000]
['津ALU760吉利美日牌小型轿车', '//sf.taobao.com/sf_item/566410699591.htm', 1523498400000]
['浙C626A5沃尔沃牌小型轿车', '//sf.taobao.com/sf_item/566610654234.htm', 1523498400000]
['浙A2SD33的汽车一辆', '//sf.taobao.com/sf_item/566354625953.htm', 1523498400000]
['车牌黑LB6917解放牌重型自卸货车一辆', '//sf.taobao.com/sf_item/566156601261.htm', 1523498400000]
['浙AC568K的汽车一辆', '//sf.taobao.com/sf_item/566471811254.htm', 1523498400000]
['车牌号为浙A2DH31的跃进牌轻型厢式货车', '//sf.taobao.com/sf_item/566678339463.htm', 1523498400000]
['苏NQ3038小型轿车', '//sf.taobao.com/sf_item/566758839456.htm', 1523498400000]
['苏GTM092北京现代ix35小型汽车', '//sf.taobao.com/sf_item/566291498359.htm', 1523498400000]
['车牌黑LB6936解放牌重型自卸货车一辆', '//sf.taobao.com/sf_item/566162713953.htm', 1523498400000]
['车牌号为浙A3GF01号汽车一辆', '//sf.taobao.com/sf_item/566646994130.htm', 1523498400000]
['车牌号为苏AX099X的丰田花冠牌（2004款1.8L手动）小型轿车一辆', '//sf.taobao.com/sf_item/566324937905.htm', 1523498400000]
['车牌号为鲁QXS0010 的欧曼牌重型自卸车', '//sf.taobao.com/sf_item/566648730728.htm', 1523498400000]
['浙KCA236福特牌小型汽车', '//sf.taobao.com/sf_item/566769515582.htm', 1523498400000]
['川EM8967号车辆', '//sf.taobao.com/sf_item/566567521229.htm', 1523498400000]
['别克牌SGM7150ATA小型轿车', '//sf.taobao.com/sf_item/566474780682.htm', 1523498400000]
['停放于东莞市高�墩蚓�勇有限公司内粤E43T98荣威牌小型轿车一辆', '//sf.taobao.com/sf_item/566402730614.htm', 1523498400000]
['浙J3DX50号的小型汽车一辆', '//sf.taobao.com/sf_item/566374854710.htm', 1523498400000]
['车牌号为浙APE122的别克牌小型轿车壹辆', '//sf.taobao.com/sf_item/566476980978.htm', 1523498400000]
['贵JG5155现代瑞纳小型轿车', '//sf.taobao.com/sf_item/566446320351.htm', 1523498400000]
['车牌号为浙AS5S26号汽车一辆', '//sf.taobao.com/sf_item/566647406281.htm', 1523498400000]
['车牌号为浙H0903X的小型汽车', '//sf.taobao.com/sf_item/566739983992.htm', 1523498400000]
['车牌号为浙H1714H的小型汽车', '//sf.taobao.com/sf_item/566447224283.htm', 1523498400000]
['车牌黑LB6908解放牌重型自卸货车一辆', '//sf.taobao.com/sf_item/566323963796.htm', 1523498400000]
['粤BV896W思威牌小汽车一辆', '//sf.taobao.com/sf_item/566396256971.htm', 1523498400000]
['（破）浙C218P3号桑塔纳牌的小型轿车', '//sf.taobao.com/sf_item/566731571699.htm', 1523498400000]
['浙B3778R的汽车一辆', '//sf.taobao.com/sf_item/566187720202.htm', 1523498400000]
['浙C1111P雅阁牌小型轿车', '//sf.taobao.com/sf_item/566569893679.htm', 1523498400000]
['厦门金旅海狮汽车（云A803NA）', '//sf.taobao.com/sf_item/566671710556.htm', 1523498400000]
['浙J665ZB北京现代牌BH6440AY小型普通客车一辆', '//sf.taobao.com/sf_item/566563089973.htm', 1523498400000]
['黑龙江省依兰农场医院车牌号黑RE1272奥迪A6车1台', '//sf.taobao.com/sf_item/566748071857.htm', 1523498400000]
['鲁K9A799小型汽车', '//sf.taobao.com/sf_item/566798515412.htm', 1523498400000]
['冀E336M9众泰牌汽车一辆', '//sf.taobao.com/sf_item/566217221067.htm', 1523498400000]
['北京现代牌BH7141AY小型轿车', '//sf.taobao.com/sf_item/566763135053.htm', 1523498400000]
['鲁GZ339G号五菱宏光牌汽车一辆', '//sf.taobao.com/sf_item/567118290912.htm', 1523498400000]
['车牌号为浙AR216B的宝马牌小型轿车壹辆', '//sf.taobao.com/sf_item/566708378669.htm', 1523498400000]
