标题,链接,开始时间,预计结束时间,第几次拍卖,成交价,成交时间,延时次数,起拍价,保证金,评估价,加价幅度,竞价周期,延时周期,类型,优先购买权人,处置单位,报名人数,设置提醒人数,围观次数,竞买次数,市场价
湘E7HY85号力帆牌LF7152B型小汽车,https://sf.taobao.com/sf_item/567532010912.htm,2018/4/19 10:00,2018/4/20 10:00,第二次拍卖,11200,2018/4/20 10:00,0,"￥11,200","￥2,000","￥14,000",￥200,1天,5分钟,拍卖,无,武冈市人民法院,1,4,1252,1,
牌号为浙B730Y9梅塞德斯-奔驰牌小型轿车,https://sf.taobao.com/sf_item/567023242883.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,402500,2018/4/19 11:02,48,"￥250,000","￥50,000","￥345,000","￥2,500",1天,5分钟,拍卖,无,宁波市鄞州区人民法院,9,242,11911,62,
车牌号为浙A666EW号汽车一辆,https://sf.taobao.com/sf_item/566782973035.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,302700,2018/4/19 10:47,29,"￥208,700","￥41,000","￥298,012","￥1,000",1天,5分钟,拍卖,无,杭州市余杭区人民法院,16,564,21701,49,
车牌为浙A857WV巡洋舰牌小型越野客车一辆,https://sf.taobao.com/sf_item/566917949553.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,511000,2018/4/19 10:40,38,"￥242,000","￥45,000","￥344,377","￥1,000",1天,5分钟,拍卖,无,杭州市江干区人民法院,27,1749,38782,86,
车牌号为浙A798G3号汽车一辆,https://sf.taobao.com/sf_item/566782857677.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,57900,2018/4/19 10:40,23,"￥9,900","￥1,900","￥14,107","￥1,000",1天,5分钟,拍卖,无,杭州市余杭区人民法院,19,302,10811,47,
浙AHF869车辆,https://sf.taobao.com/sf_item/567102231049.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,40960,2018/4/19 10:34,37,"￥3,160",￥500,"￥4,514",￥200,1天,5分钟,拍卖,无,桐庐县人民法院,20,90,3593,89,
苏FGK582北京现代牌汽车一辆,https://sf.taobao.com/sf_item/566881822589.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,30600,2018/4/19 10:29,19,"￥15,000","￥3,000",,￥300,1天,5分钟,拍卖,无,如皋市人民法院,15,229,8180,52,"￥21,000"
车牌为浙H36761别克小型普通客车一辆,https://sf.taobao.com/sf_item/567402534376.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,60500,2018/4/19 10:27,9,"￥51,000","￥10,000","￥78,000",￥500,1天,5分钟,拍卖,无,杭州市下城区人民法院,4,31,2591,19,
沪ATD219江铃轻型箱式货车,https://sf.taobao.com/sf_item/566571361225.htm,2018/4/16 10:00,2018/4/19 10:00,第一次拍卖,78000,2018/4/19 10:26,28,"￥35,000","￥5,000","￥49,100",￥500,3天,5分钟,拍卖,无,上海市青浦区人民法院,12,75,4893,66,
粤JWC031黑色奥迪小型汽车,https://sf.taobao.com/sf_item/567012302572.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,40789,2018/4/19 10:19,96,"￥9,089","￥1,500","￥9,089",￥100,1天,5分钟,拍卖,无,海南省第一中级人民法院,21,219,12611,247,
车牌号为浙AJ01W0的小型普通客车一辆,https://sf.taobao.com/sf_item/567088803329.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,32000,2018/4/19 10:18,24,"￥10,000","￥2,000","￥2,000",￥500,1天,5分钟,拍卖,无,杭州市江干区人民法院,11,24,1948,31,
关于拍卖被执行人XXX所有的闽C3T863号宝来小型轿车,https://sf.taobao.com/sf_item/565658508812.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,10250,2018/4/19 10:18,12,"￥8,600","￥1,000","￥8,600",￥150,1天,5分钟,拍卖,无,安溪县人民法院,4,52,7661,12,
牌号为浙BG29E7的小型轿车一辆,https://sf.taobao.com/sf_item/566240628425.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,51500,2018/4/19 10:17,19,"￥38,000","￥7,000","￥53,000",￥500,1天,5分钟,拍卖,无,宁波市鄞州区人民法院,10,155,6104,28,
罗健所有的北京现代牌汽车（号牌号码：川EB8605）,https://sf.taobao.com/sf_item/566784901547.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,120000,2018/4/19 10:15,17,"￥84,000","￥8,000","￥83,966","￥1,000",1天,5分钟,拍卖,无,古蔺县人民法院,10,81,4904,29,
沪AGY015江铃小型非载货专项作业车,https://sf.taobao.com/sf_item/566738007949.htm,2018/4/16 10:00,2018/4/19 10:00,第一次拍卖,87000,2018/4/19 10:15,45,"￥42,000","￥5,000","￥59,000",￥500,3天,5分钟,拍卖,无,上海市青浦区人民法院,11,280,12652,66,
浙B-K037G马自达汽车,https://sf.taobao.com/sf_item/566632953557.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,39700,2018/4/19 10:14,12,"￥28,700","￥3,000","￥28,700",￥500,1天,5分钟,拍卖,无,马鞍山市花山区人民法院,13,327,12107,21,
贵JTL259小型轿车（本田思域（CIVIC））,https://sf.taobao.com/sf_item/567008430460.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,48240,2018/4/19 10:14,11,"￥42,240","￥5,000","￥52,800",￥500,1天,5分钟,拍卖,无,都匀市人民法院,6,100,5069,12,
赣CU3518陕汽牌SX3255NR464重型自卸货车,https://sf.taobao.com/sf_item/566822568116.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,91500,2018/4/19 10:13,9,"￥60,300","￥4,000","￥67,000",￥400,1天,5分钟,拍卖,无,高安市人民法院,10,162,5299,45,
琼AXV960黑色雷克萨斯小型汽车,https://sf.taobao.com/sf_item/566928757294.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,95890,2018/4/19 10:13,7,"￥32,890","￥6,000","￥32,890",￥600,1天,5分钟,拍卖,无,海南省第一中级人民法院,24,477,18203,28,
鲁BX182U号车,https://sf.taobao.com/sf_item/567088286561.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,151168,2018/4/19 10:10,12,"￥134,368","￥20,000","￥167,960",￥800,1天,5分钟,拍卖,无,青岛市市北区人民法院,6,57,4346,22,
浙AJ578 N黑色奥迪A6轿车一辆,https://sf.taobao.com/sf_item/567025558291.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,48000,2018/4/19 10:09,6,"￥35,000","￥5,000","￥49,580",￥500,1天,5分钟,拍卖,无,浙江省杭州市中级人民法院,6,34,5010,14,
鲁D6N099雅阁牌轿车一辆,https://sf.taobao.com/sf_item/566740503774.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,80300,2018/4/19 10:08,19,"￥71,600","￥4,000","￥71,600",￥300,1天,5分钟,拍卖,无,滕州市人民法院,8,151,9361,30,
苏CY556Q丰田牌小型轿车,https://sf.taobao.com/sf_item/567021002312.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,70500,2018/4/19 10:08,4,"￥55,000","￥3,000","￥55,800",￥500,1天,5分钟,拍卖,无,沛县人民法院,13,145,8314,25,
车牌号为浙AX6H83号汽车一辆,https://sf.taobao.com/sf_item/566864486445.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,30100,2018/4/19 10:07,16,"￥1,600",￥320,"￥2,222",￥500,1天,5分钟,拍卖,无,杭州市余杭区人民法院,21,101,5388,48,
浙C573C3北京现代牌小型轿车,https://sf.taobao.com/sf_item/566966719135.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,49800,2018/4/19 10:06,3,"￥40,800","￥5,000","￥51,090","￥1,000",1天,5分钟,拍卖,无,苍南县人民法院,7,60,4275,9,
浙G500PU五十铃牌轻型普通货车,https://sf.taobao.com/sf_item/566758815593.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,68500,2018/4/19 10:06,4,"￥32,000","￥3,000","￥45,000",￥500,1天,5分钟,拍卖,无,金华市金东区人民法院,22,230,7628,49,
北京现代牌小型普通客车,https://sf.taobao.com/sf_item/566942925157.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,38000,2018/4/19 10:06,2,"￥36,000","￥2,000","￥36,000",￥500,1天,5分钟,拍卖,无,乌兰县人民法院,3,73,2442,5,
车牌号为浙A06N06号汽车一辆,https://sf.taobao.com/sf_item/566949683990.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,49400,2018/4/19 10:05,17,"￥7,400","￥1,400","￥10,448","￥1,000",1天,5分钟,拍卖,无,杭州市余杭区人民法院,11,69,3666,36,
（一拍）苏EMA352汽车一辆,https://sf.taobao.com/sf_item/567093323834.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,6280,2018/4/19 10:04,7,"￥5,000",￥500,"￥7,000",￥80,1天,5分钟,拍卖,无,常熟市人民法院,6,33,3541,10,
被执行人王胜英所有的车牌号为湘MA1977丰田牌轿车一辆,https://sf.taobao.com/sf_item/566085603934.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,137920,2018/4/19 10:04,2,"￥91,920","￥9,000","￥91,920","￥2,000",1天,5分钟,拍卖,无,永州市冷水滩区人民法院,14,361,20672,20,
吴宏明所有的雪佛兰轿车一辆,https://sf.taobao.com/sf_item/566801832108.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,26586,2018/4/19 10:04,1,"￥26,586","￥2,600","￥37,980","￥1,000",1天,5分钟,拍卖,无,海西州中级人民法院,4,37,3431,1,
桂A13921雷诺科雷傲越野车,https://sf.taobao.com/sf_item/567087159059.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,92800,2018/4/19 10:04,1,"￥90,800","￥10,000","￥113,500","￥1,000",1天,5分钟,拍卖,无,昭平县人民法院,4,83,4768,3,
梅赛德斯-奔驰,https://sf.taobao.com/sf_item/567017390345.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,661000,2018/4/19 10:02,2,"￥556,000","￥100,000","￥694,942","￥5,000",1天,5分钟,拍卖,无,大庆市龙凤区人民法院,7,371,9003,19,
鲁QU8333奔驰ML300牌小型汽车一辆,https://sf.taobao.com/sf_item/567024446409.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,388160,2018/4/19 10:02,2,"￥312,160","￥30,000","￥390,200","￥2,000",1天,5分钟,拍卖,无,临沂市罗庄区人民法院,9,465,12569,9,
鲁H29K20帕萨特牌小型轿车,https://sf.taobao.com/sf_item/566821302652.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,21720,2018/4/19 10:01,2,"￥17,820","￥1,000","￥19,800",￥300,1天,5分钟,拍卖,无,汶上县人民法院,4,73,7057,13,
鲁MU1100东风日产牌车辆,https://sf.taobao.com/sf_item/566931649599.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,54480,2018/4/19 10:01,1,"￥54,480","￥8,200","￥68,100",￥500,1天,5分钟,拍卖,无,滨州市滨城区人民法院,1,151,6881,1,
车牌号为浙ANS317长安牌小型客车,https://sf.taobao.com/sf_item/567006754139.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,26000,2018/4/19 10:00,1,"￥25,000","￥5,000","￥2,039",￥500,1天,5分钟,拍卖,无,淳安县人民法院,4,8,1287,3,
牌照号为冀D959AC黑色宝马528Li汽车一辆,https://sf.taobao.com/sf_item/566372027990.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,313265,2018/4/19 10:00,0,"￥313,265","￥30,000","￥348,071.23","￥3,000",1天,5分钟,拍卖,无,曲周县人民法院,1,54,10635,1,
鲁P1858C雪佛兰牌车辆,https://sf.taobao.com/sf_item/566930813915.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,28800,2018/4/19 10:00,0,"￥28,800","￥3,000","￥36,000","￥1,000",1天,5分钟,拍卖,无,济南市天桥区人民法院,1,48,2954,1,
赣B69Z82白色现代轿车一辆,https://sf.taobao.com/sf_item/566942069618.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,71100,2018/4/19 10:00,0,"￥33,600","￥3,000","￥33,600",￥500,1天,5分钟,拍卖,无,寻乌县人民法院,15,475,11784,46,
捷豹新MYP996,https://sf.taobao.com/sf_item/567316432466.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,280000,2018/4/19 10:00,0,"￥280,000","￥30,000","￥350,000","￥1,000",1天,5分钟,拍卖,无,射洪县人民法院,4,75,4401,1,
粤BX720F号奔驰牌小型客车,https://sf.taobao.com/sf_item/567375453674.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,91000,2018/4/19 10:00,0,"￥84,000","￥16,000","￥110,000","￥1,000",1天,5分钟,拍卖,无,咸宁市咸安区人民法院,3,48,2648,8,
车牌号浙AC2V58号小型车辆,https://sf.taobao.com/sf_item/566630265059.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,51500,2018/4/18 10:49,20,"￥27,000","￥4,000","￥33,273",￥500,1天,5分钟,拍卖,无,杭州市富阳区人民法院,8,12,2688,24,
车牌号浙AY6W68小型车辆,https://sf.taobao.com/sf_item/566798707041.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,61500,2018/4/18 10:37,29,"￥21,000","￥3,000","￥25,436",￥500,1天,5分钟,拍卖,无,杭州市富阳区人民法院,19,179,7173,42,
车牌号为浙DD1F90号汽车一辆,https://sf.taobao.com/sf_item/566708214568.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,69100,2018/4/18 10:36,16,"￥48,100","￥9,600","￥68,670","￥1,000",1天,5分钟,拍卖,无,杭州市余杭区人民法院,15,146,5513,21,
闽JCG909东风日产牌DFL7165VAK1小型轿车,https://sf.taobao.com/sf_item/565881112641.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,56100,2018/4/18 10:34,8,"￥39,100","￥5,000","￥39,100",￥500,1天,5分钟,拍卖,无,福鼎市人民法院,6,130,9089,35,
桂JW2935号牌小型车辆,https://sf.taobao.com/sf_item/566783361290.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,20890,2018/4/18 10:34,9,"￥13,090","￥2,000","￥18,700",￥200,1天,5分钟,拍卖,无,佛山市三水区人民法院,6,121,9986,33,
车牌号为浙F5876D朗逸牌－SVW7167BSD型小型轿车一辆,https://sf.taobao.com/sf_item/566807078080.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,44500,2018/4/18 10:32,12,"￥11,000","￥2,200","￥11,000",￥500,1天,5分钟,拍卖,无,海宁市人民法院,23,642,16889,31,
车牌号为浙F152DH奥德赛牌－HG6482BAC4A型普通客车一辆,https://sf.taobao.com/sf_item/566810614106.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,185000,2018/4/18 10:28,45,"￥98,000","￥19,000","￥98,000",￥500,1天,5分钟,拍卖,无,海宁市人民法院,16,1259,25132,63,
车牌号为浙A8NQ61号汽车一辆,https://sf.taobao.com/sf_item/566629749758.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,45000,2018/4/18 10:28,19,"￥6,500","￥1,300","￥9,209",￥500,1天,5分钟,拍卖,无,杭州市余杭区人民法院,9,63,2780,30,
车牌号浙A5AT77小型车辆,https://sf.taobao.com/sf_item/566473172854.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,63500,2018/4/18 10:21,12,"￥16,000","￥2,500","￥20,000",￥500,1天,5分钟,拍卖,无,杭州市富阳区人民法院,12,187,9572,36,
轩逸牌湘A8RQ39车辆,https://sf.taobao.com/sf_item/565749142572.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,41600,2018/4/18 10:19,48,"￥21,000","￥4,000","￥30,000",￥200,1天,5分钟,拍卖,无,浏阳市人民法院,13,205,12228,77,
车牌号为浙F333P3北京现代牌－BH7167AY型小型轿车一辆,https://sf.taobao.com/sf_item/566873811915.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,39500,2018/4/18 10:15,6,"￥16,000","￥3,200","￥16,000",￥500,1天,5分钟,拍卖,无,海宁市人民法院,15,279,8003,34,
车牌号为浙C8865Z号汽车一辆,https://sf.taobao.com/sf_item/566708658466.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,158000,2018/4/18 10:13,6,"￥107,000","￥21,000","￥152,790","￥1,000",1天,5分钟,拍卖,无,杭州市余杭区人民法院,11,377,15892,25,
车牌号为浙B676WT的车辆,https://sf.taobao.com/sf_item/566800181631.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,208000,2018/4/18 10:12,11,"￥133,000","￥13,000","￥190,000","￥1,000",1天,5分钟,拍卖,无,宁波市海曙区人民法院,20,497,24845,33,
车牌为浙AG359N双排厢式轻卡一辆,https://sf.taobao.com/sf_item/567195724016.htm,2018/4/17 10:00,2018/4/18 10:00,第二次拍卖,11355,2018/4/18 10:10,4,"￥8,355","￥1,000","￥13,024","￥1,000",1天,5分钟,拍卖,无,杭州市拱墅区人民法院,3,13,1656,4,
云DBM969,https://sf.taobao.com/sf_item/565965398860.htm,2018/4/16 10:00,2018/4/18 10:00,第一次拍卖,66463,2018/4/18 10:10,10,"￥43,063","￥5,000","￥43,063",￥200,2天,5分钟,拍卖,无,曲靖市麒麟区人民法院,9,376,23194,65,
湘AU1J68大众牌小型汽车一辆,https://sf.taobao.com/sf_item/566594177678.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,76000,2018/4/18 10:09,5,"￥57,000","￥10,000","￥81,020","￥1,000",1天,5分钟,拍卖,无,抚州市临川区人民法院,14,257,9592,20,
车牌号为浙JB102A江淮牌小型普通客车,https://sf.taobao.com/sf_item/566712289587.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,9800,2018/4/18 10:08,13,"￥7,000","￥1,400","￥10,000",￥200,1天,5分钟,拍卖,无,台州市黄岩区人民法院,6,88,7104,15,
车牌号为浙JWN595威志牌小型汽车,https://sf.taobao.com/sf_item/566876851085.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,10100,2018/4/18 10:08,2,"￥8,500","￥1,600","￥12,000",￥200,1天,5分钟,拍卖,无,台州市黄岩区人民法院,5,30,2444,9,
鲁F716X1号宝马X1轿车,https://sf.taobao.com/sf_item/567056514337.htm,2018/4/17 10:00,2018/4/18 10:00,第二次拍卖,180531,2018/4/18 10:06,6,"￥154,300","￥15,430","￥201,700","￥1,543",1天,5分钟,拍卖,无,烟台市牟平区人民法院,6,130,5898,18,
车牌号为浙A953FN小车,https://sf.taobao.com/sf_item/566741066580.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,39800,2018/4/18 10:04,7,"￥6,300","￥1,000","￥7,780",￥500,1天,5分钟,拍卖,无,杭州市富阳区人民法院,4,32,4091,13,
车牌号为湘JG9960酷威2360CC非营运小型普通客车,https://sf.taobao.com/sf_item/566738811825.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,131600,2018/4/18 10:04,14,"￥81,600","￥16,000","￥102,000","￥1,000",1天,5分钟,拍卖,无,长沙市开福区人民法院,15,220,9352,42,
徐工牌QY100K汽车起重机,https://sf.taobao.com/sf_item/567497643746.htm,2018/4/17 10:00,2018/4/18 10:00,第二次拍卖,786880,2018/4/18 10:04,1,"￥786,880","￥140,000","￥1,229,500","￥2,000",1天,5分钟,拍卖,无,徐州市云龙区人民法院,2,24,2123,1,
晋AH533W丰田牌汽车一辆,https://sf.taobao.com/sf_item/566794849626.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,136800,2018/4/18 10:04,4,"￥129,800","￥10,000","￥129,800","￥1,000",1天,5分钟,拍卖,无,清徐县人民法院,6,297,10818,8,
浙A3GS87夏利牌小型轿车,https://sf.taobao.com/sf_item/565758393100.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,37000,2018/4/18 10:02,2,"￥20,000","￥4,000","￥5,000",￥500,1天,5分钟,拍卖,无,临安市人民法院,6,15,3492,30,
苏CR2728号华菱之星牌HN5310Z29D4重型仓栅式货车,https://sf.taobao.com/sf_item/567209452536.htm,2018/4/17 10:00,2018/4/18 10:00,第二次拍卖,37120,2018/4/18 10:01,1,"￥37,120","￥6,000","￥58,000",￥800,1天,5分钟,拍卖,无,徐州市云龙区人民法院,1,35,1712,1,
晋AH567T丰田牌汽车一辆,https://sf.taobao.com/sf_item/566963739510.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,82300,2018/4/18 10:01,1,"￥82,300","￥10,000","￥82,300","￥1,000",1天,5分钟,拍卖,无,清徐县人民法院,1,56,4811,1,
成都市高新区吉泰五路88号3栋21层6号,https://sf.taobao.com/sf_item/565866096453.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,3400000,2018/4/18 10:00,0,"￥3,400,000","￥340,000","￥3,843,200","￥10,000",1天,5分钟,拍卖,无,成都市青白江区人民法院,1,37,8778,1,
苏K95V98朗逸,https://sf.taobao.com/sf_item/566293740827.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,40020,2018/4/18 10:00,0,"￥34,020","￥3,000","￥48,600",￥500,1天,5分钟,拍卖,无,扬州市江都区人民法院,9,133,5803,11,
鲁C3622E号起亚牌轿车一辆,https://sf.taobao.com/sf_item/566646390579.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,70000,2018/4/18 10:00,0,"￥70,000","￥10,000","￥70,000",￥500,1天,5分钟,拍卖,无,高青县人民法院,4,139,6331,1,
豫HJP668本田飞度牌小型轿车一辆,https://sf.taobao.com/sf_item/566666634799.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,43200,2018/4/18 10:00,0,"￥24,000","￥3,000","￥34,000",￥400,1天,5分钟,拍卖,无,沁阳市人民法院,15,452,9848,18,
车牌号为湘KH1137号奥迪车,https://sf.taobao.com/sf_item/566736827214.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,212000,2018/4/18 10:00,0,"￥184,000","￥36,800","￥230,000","￥1,000",1天,5分钟,拍卖,无,呼和浩特市新城区人民法院,6,494,17054,20,
被执行人王明喜之妻房士英名下鲁QJQ262号五菱面包车一辆,https://sf.taobao.com/sf_item/566737503225.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,8900,2018/4/18 10:00,0,"￥7,500","￥1,000","￥7,500",￥50,1天,5分钟,拍卖,无,蒙阴县人民法院,6,59,4211,29,
粤E0Z889号小型车辆,https://sf.taobao.com/sf_item/566784401629.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,28700,2018/4/18 10:00,0,"￥28,700","￥5,000","￥41,000",￥500,1天,5分钟,拍卖,无,佛山市三水区人民法院,1,37,3917,1,
