问题发生时间,平台名称,所在地区,上线时间,出问题原因,url,注册资本,法人,风险暴露时间,注册人数,筹集资金,待收金额,现状
2016/8/11,易丰信投,山东省滨州市,2015/5/5,平台失联,https://www.p2peye.com/thread-830282-1-1.html,1000万元人民币,吕洪君,不详,不详,不详,不详,网站无法访问
2016/8/11,奕鑫信投,广东省东莞市,2015/6/16,平台失联,https://www.p2peye.com/thread-830285-1-1.html,1000万元人民币,刘盘石,不详,不详,不详,不详,网站无法访问
2016/8/11,U车贷,广东省深圳市,2015/9/21,平台失联,https://www.p2peye.com/thread-830781-1-1.html,1000万人民币,卢盛,2016年8月11日,不详,不详,不详,网站无法访问
2016/8/11,躺赢财富,上海市,2015/8/10,平台失联,https://www.p2peye.com/thread-830783-1-1.html,5000万人民币,李彬豪,2015年8月20日,不详,不详,不详,网站无法访问
2016/8/11,百投邦,浙江省杭州市,2015/2/5,平台失联,https://www.p2peye.com/thread-830804-1-1.html,5000万人民币,林金钗,不详,不详,不详,不详,网站无法访问
2016/8/11,车商贷,安徽省安庆市,2015/1/22,平台失联,https://www.p2peye.com/thread-830801-1-1.html,3000万人民币,赵治国,不详,不详,不详,不详,网站无法访问
2016/8/11,阳光金融,辽宁省沈阳市,2014/12/12,平台失联,https://www.p2peye.com/thread-830961-1-1.html,5000万人民币,赵斌,不详,不详,不详,不详,网站无法访问
2016/8/11,黔融网,贵州省贵阳市,2015/2/5,平台失联,https://www.p2peye.com/thread-830991-1-1.html,1000万人民币,黎鸿,不详,不详,不详,不详,网站无法访问，变更为非网贷网站
2016/8/11,金宝盒,北京市,2014/12/3,平台失联,https://www.p2peye.com/thread-830802-1-1.html,1000万人民币,韩琳琳,不详,不详,不详,不详,网站无法访问
2016/8/11,金华贷,浙江省金华市,2015/1/8,平台失联,https://www.p2peye.com/thread-830787-1-1.html,1000万人民币,吴磊磊,不详,不详,不详,不详,网站无法访问
2016/8/10,汇源财富,广西南宁市,2014/12/12,平台失联,https://www.p2peye.com/thread-829923-1-1.html,1000万元人民币,钱书萍,不详,不详,不详,不详,网站无法访问，变更为养生类网站
2016/8/11,369财富,广东省东莞市,2015/1/22,平台失联,https://www.p2peye.com/thread-830808-1-1.html,2000万人民币,田辉,不详,不详,不详,不详,网站无法访问，显示为博彩网站。
2016/8/10,水浒汇,广东省深圳市,2015/6/28,平台失联,https://www.p2peye.com/thread-829891-1-1.html,2000万元人民币,陈金财,不详,不详,不详,不详,网站无法访问
2016/8/11,方凯财富,上海市,2015/1/23,平台失联,https://www.p2peye.com/thread-830794-1-1.html,5000万人民币,王启方,不详,不详,不详,不详,网站无法访问
2016/8/11,聚汇金融,山东省临沂市,2014/12/22,平台失联,https://www.p2peye.com/thread-830788-1-1.html,1000万人民币,丁洪康,不详,不详,不详,不详,网站无法访问
2016/8/10,显峰财富,山东省青岛市,2015/4/22,平台失联,https://www.p2peye.com/thread-829909-1-1.html,1000万元人民币,陈玉英,不详,不详,不详,不详,网站无法访问
2016/8/11,江西微贷,江西省赣州市,2014/11/21,平台失联,https://www.p2peye.com/thread-830789-1-1.html,1000万人民币,范志明,不详,不详,不详,不详,网站无法访问，显示为游戏网站
2016/8/11,易房创投,河南省郑州市,2014/12/24,平台失联,https://www.p2peye.com/thread-830791-1-1.html,2980万人民币,方建辉,不详,不详,不详,不详,网站无法访问
2016/8/11,汇银宝,浙江省宁波市,2015/3/10,平台失联,https://www.p2peye.com/thread-830984-1-1.html,5000万人民币,范晓东,不详,不详,不详,不详,网站无法访问
2016/8/11,典金财富,福建省福州市,2015/1/26,平台失联,https://www.p2peye.com/thread-830796-1-1.html,1000万人民币,贾沁,不详,不详,不详,不详,网站无法访问
2016/8/10,伍号掌柜,上海市黄浦区,2014/11/28,平台失联,https://www.p2peye.com/thread-829908-1-1.html,1000万元人民币,费山军,不详,不详,不详,不详,网站无法访问
2016/8/10,点金财务,陕西省西安市,2015/4/30,平台失联,https://www.p2peye.com/thread-829894-1-1.html,3000万元人民币,何侃,不详,不详,不详,不详,网站无法访问
2016/8/10,亿梆创投,山东省烟台市,2014/12/13,平台失联,https://www.p2peye.com/thread-829924-1-1.html,1000万元人民币,孙兆喜,不详,不详,不详,不详,网站无法访问
2016/8/10,沃土财富,广东省深圳市,2013/5/10,平台失联,https://www.p2peye.com/thread-829907-1-1.html,1000万元人民币,张瑞华,不详,不详,不详,不详,"网站无法访问,页面显示为博彩网站"
2016/8/11,财神贷,北京市,2014/10/22,平台失联,https://www.p2peye.com/thread-830776-1-1.html,300万人民币,石鑫磊,2016年8月10日,不详,不详,不详,网站无法访问
2016/8/11,富E贷,广东省深圳市,2012/11/26,平台失联,https://www.p2peye.com/thread-830780-1-1.html,10000万人民币,刘祥先,2014年7月25日,不详,不详,不详,网站无法访问，变更为非网贷类网站
2016/8/10,华友创投,安徽省合肥市,2014/11/19,平台失联,https://www.p2peye.com/thread-829912-1-1.html,1200万元人民币,周政友,不详,不详,不详,不详,网站无法访问
2016/8/10,亿汇易贷,山东省潍坊市,2015/5/25,平台失联,https://www.p2peye.com/thread-829925-1-1.html,500万元人民币,常昆伦,不详,不详,不详,不详,网站无法访问
2016/8/11,兴教贷,北京市,2015/2/11,平台失联,https://www.p2peye.com/thread-830809-1-1.html,500万人民币,文义,不详,不详,不详,不详,网站无法访问
2016/8/11,融900,北京市,2014/11/18,平台失联,https://www.p2peye.com/thread-830790-1-1.html,1000万人民币,张浩,不详,不详,不详,不详,网站无法访问
2016/8/10,汇鑫益,山东省青岛市,2015/3/25,平台失联,https://www.p2peye.com/thread-829913-1-1.html,1000万元人民币,宋敏,不详,不详,不详,不详,网站无法访问
2016/8/11,睿银财富,山东省青岛市,2013/11/7,平台失联,https://www.p2peye.com/thread-830300-1-1.html,1000万元人民币,王振雪,2016年7月30日,不详,不详,不详,提现困难，公告和公司简介数据清空
2016/8/11,中和金融,安徽省合肥市,2015/1/31,平台失联,https://www.p2peye.com/thread-830806-1-1.html,3000万人民币,余青云,不详,不详,不详,不详,网站无法访问
2016/8/10,双赢贷,山东省济宁市,2015/3/6,平台失联,https://www.p2peye.com/thread-829887-1-1.html,1000万元人民币,姜丽平,2015年3月13日,不详,不详,不详,网站无法访问
2016/8/11,希望财富,四川省成都市,2014/12/8,平台失联,https://www.p2peye.com/thread-830846-1-1.html,5000万人民币,邹云刚,不详,不详,不详,不详,网站无法访问
2016/8/10,尚通财富,山东省潍坊市,2014/10/16,平台失联,https://www.p2peye.com/thread-829729-1-1.html,1000万元人民币,冯占华,不详,不详,不详,不详,网站无法访问，变更为博彩游戏类网站
2016/8/10,数米金融,辽宁省沈阳市,2014/12/8,平台失联,https://www.p2peye.com/thread-829883-1-1.html,5000万元人民币,李日新,不详,不详,不详,不详,网站无法访问
2016/8/10,利金行,上海市,2015/9/25,平台失联,https://www.p2peye.com/thread-829911-1-1.html,20000万元人民币,李国柱,不详,不详,不详,不详,网站无法访问，页面显示为空白页
2016/8/10,光谷网贷,湖北省武汉市,2015/7/1,平台失联,https://www.p2peye.com/thread-829889-1-1.html,1000万元人民币,彭鸿,不详,不详,不详,不详,网站无法访问
2016/8/10,盛市投资,广东省深圳市,2015/5/6,平台失联,https://www.p2peye.com/thread-829738-1-1.html,3100万元人民币,陈其惠,2016年7月25日,不详,不详,不详,网站无法访问，显示为支付公司页面
2016/8/10,航锐财富,山东省东营市,2015/7/13,平台失联,https://www.p2peye.com/thread-829696-1-1.html,1000万元人民币,梁迎超,不详,不详,不详,不详,网站无法访问
2016/8/10,润成投资,山东省青岛市,2015/8/21,平台失联,https://www.p2peye.com/thread-829709-1-1.html,1000万元人民币,李冠华,不详,不详,不详,不详,网站无法访问
2016/8/10,钱立方,广东省深圳市,2014/4/9,平台失联,https://www.p2peye.com/thread-829693-1-1.html,1000万元人民币,殷华仙,不详,不详,不详,不详,网站无法访问
2016/8/10,财鸟财富,云南省昆明市,2015/7/27,平台失联,https://www.p2peye.com/thread-829655-1-1.html,3000万元人民币,吴兴艳,不详,不详,不详,不详,网站无法访问
2016/8/10,浚豪理财,广东省广州市,2015/3/6,平台失联,https://www.p2peye.com/thread-829666-1-1.html,1000万元人民币,芦晓秋,不详,不详,不详,不详,网站无法访问，变更为搜索类网站
2016/8/10,我投你贷,福建省莆田市,2014/1/1,平台失联,https://www.p2peye.com/thread-829905-1-1.html,1100万元人民币,蚁少剑,不详,不详,不详,不详,网站无法访问
2016/8/10,商帮金融,宁夏银川市 ,2015/1/26,平台失联,https://www.p2peye.com/thread-829722-1-1.html,1000万元人民币,李进,不详,不详,不详,不详,网站无法访问
2016/8/10,商会易贷,广东省广州市,2014/9/10,平台失联,https://www.p2peye.com/thread-829723-1-1.html,1000万元人民币,王宪永,不详,不详,不详,不详,网站无法访问
2016/8/10,乔泰投资,浙江省宁波市,2015/7/3,平台失联,https://www.p2peye.com/thread-829678-1-1.html,6008万元人民币,应世成,不详,不详,不详,不详,网站无法访问
2016/8/10,平易贷,广西南宁市,2012/12/18,平台失联,https://www.p2peye.com/thread-829600-1-1.html,1万元人民币,龙华,不详,不详,不详,不详,网站无法访问，打开后是空白页面
2016/8/10,嘉淋财富,广东省深圳市,2014/12/12,平台失联,https://www.p2peye.com/thread-829595-1-1.html,1000万元人民币,赵继伟,不详,不详,不详,不详,网站无法访问
2016/8/10,轩驰贷,山东省临沂市,2015/8/3,平台失联,https://www.p2peye.com/thread-829581-1-1.html,3000万元人民币,李曰波,不详,不详,不详,不详,网站无法访问
2016/8/10,钱匣子,北京市,2015/8/16,平台失联,https://www.p2peye.com/thread-829682-1-1.html,100万元人民币,朱晓斌,不详,不详,不详,不详,网站无法访问
2016/8/10,航银金融,河南省郑州市,2015/8/1,平台失联,https://www.p2peye.com/thread-829576-1-1.html,60000万元人民币,庞鹏辉,不详,不详,不详,不详,网站无法访问
2016/8/10,么么哒理财,江苏省常州市,2015/4/2,平台失联,https://www.p2peye.com/thread-829506-1-1.html,5000万元人民币,施银锋,不详,不详,不详,不详,网站无法访问，变为电商类网站
2016/8/10,普金金融,浙江省宁波市,2015/6/15,平台失联,https://www.p2peye.com/thread-829645-1-1.html,2000万元人民币,郑伟金,不详,不详,不详,不详,网站无法访问
2016/8/10,摩根钜通,上海市,2015/7/10,平台失联,https://www.p2peye.com/thread-829522-1-1.html,9000万元人民币,张钜基,不详,不详,不详,不详,网站无法访问
2016/8/10,明烨贷,山东省滨州市,2015/1/29,平台失联,https://www.p2peye.com/thread-829520-1-1.html,1060万元人民币,李新胜,不详,不详,不详,不详,网站无法访问
2016/8/10,点贷网,浙江省金华市,2015/5/14,平台失联,https://www.p2peye.com/thread-829555-1-1.html,1000万元人民币,徐一中,不详,不详,不详,不详,网站无法访问
2016/8/10,淼商贷,山东省聊城市,2015/1/29,平台失联,https://www.p2peye.com/thread-829513-1-1.html,1500万元人民币,葛怀玉,不详,不详,不详,不详,网站无法访问，长期提示升级中
2016/8/10,一点投,广东省深圳市,2015/6/26,平台失联,https://www.p2peye.com/thread-829528-1-1.html,1000万元人民币,秦大海,不详,不详,不详,不详,网站无法访问
2016/8/10,合银创投,湖南省长沙市,2015/7/13,平台失联,https://www.p2peye.com/thread-829292-1-1.html,1000万元人民币,周炎兵,不详,不详,不详,不详,网站无法访问，网站显示为非网贷内容
2016/8/10,鲁家所,山东省济南市,2015/5/15,平台失联,https://www.p2peye.com/thread-829268-1-1.html,2000万元人民币,杨腾飞,不详,不详,不详,不详,网站无法访问，网站显示为空白页
2016/8/10,万金先生,北京市,2015/7/30,平台失联,https://www.p2peye.com/thread-829297-1-1.html,3000万元人民币,张超,不详,不详,不详,不详,网站无法访问
2016/8/10,领峰金融,山东省菏泽市,2015/2/13,平台失联,https://www.p2peye.com/thread-829229-1-1.html,690万元人民币,高乾坤,不详,不详,不详,不详,网站无法访问
2016/8/10,稳利金融,湖北省武汉市,2015/5/20,平台失联,https://www.p2peye.com/thread-829234-1-1.html,100万元人民币,王太如,不详,不详,不详,不详,网站无法访问，显示为医疗网站
2016/8/10,景行财富,宁夏银川市 ,2015/6/18,平台失联,https://www.p2peye.com/thread-829541-1-1.html,500万元人民币,王蕾,不详,不详,不详,不详,网站无法访问
2016/8/10,宏浙投资,四川省成都市,2015/7/24,平台失联,https://www.p2peye.com/thread-829276-1-1.html,1000万元人民币,樊志坤,不详,不详,不详,不详,网站无法访问，网站显示为空白页
2016/8/10,浦捷贷,福建省厦门市,2015/6/1,平台失联,https://www.p2peye.com/thread-829689-1-1.html,3360万元人民币,王嘉嘉,不详,不详,不详,不详,网站无法访问
2016/8/5,云麦在线,浙江省宁波市,--,平台失联,https://www.p2peye.com/thread-827028-1-1.html,5000万元人民币,杨建中,不详,不详,不详,不详,网站无法访问
2016/8/5,瓢虫金融,广东省深圳市,--,平台失联,https://www.p2peye.com/thread-827026-1-1.html,5000万元人民币,陈太平,2016年7月19日,不详,不详,不详,网站无法访问
2016/8/5,智律金融,福建省福州市,--,提现困难,https://www.p2peye.com/thread-827022-1-1.html,50万元人民币,吴诗敏,2016年8月5日,1229人,42万,不详,限制提现，大量标的到期仍显示还款中
2016/8/10,安盈创富,广东省东莞市,2015/4/7,平台失联,https://www.p2peye.com/thread-829896-1-1.html,1500万元人民币,黄满,2016年8月8日,不详,不详,不详,网站无法访问
2016/8/10,子祥财富,山西省太原市,2015/7/15,平台失联,https://www.p2peye.com/thread-829903-1-1.html,1000万元人民币,魏洲祥,不详,不详,不详,不详,网站无法访问
2016/8/5,特康财富,福建省其他,--,平台失联,https://www.p2peye.com/thread-827019-1-1.html,1000万元人民币,骆财进,2016年8月5日,不详,不详,不详,网站无法访问
2016/8/10,隆投贷,山东省济宁市,2015/4/14,平台失联,https://www.p2peye.com/thread-829255-1-1.html,2000万元人民币,张腾,不详,不详,不详,不详,网站无法访问
2016/8/10,国瑞金融,贵州省贵阳市,2015/7/11,平台失联,https://www.p2peye.com/thread-829705-1-1.html,1000万元人民币,兰知穆,不详,不详,不详,不详,网站无法访问，长期提示为网站升级
2016/8/10,17理财网,北京市,2015/7/17,平台失联,https://www.p2peye.com/thread-829248-1-1.html,5000万元人民币,何朝栋,不详,不详,不详,不详,网站无法访问，网站显示为空白页
2016/8/5,合胜贷,上海市,--,平台失联,https://www.p2peye.com/thread-826954-1-1.html,5000万元人民币,刘军,2016年8月5日,不详,不详,不详,网站无法访问
2016/8/5,铭联贷,贵州省贵阳市,--,平台失联,https://www.p2peye.com/thread-826953-1-1.html,500万元人民币,黄瑞章,2016年8月3日,409人,185000.00元,不详,连续多日联系不上
2016/8/5,滴滴有金,江苏省苏州市,--,平台失联,https://www.p2peye.com/thread-826941-1-1.html,1000万元人民币,刘延龙,不详,不详,不详,不详,连续多日联系不上
2016/8/5,豪田财富,山东省潍坊市,--,平台失联,https://www.p2peye.com/thread-826582-1-1.html,1000万元人民币,郭志强,2016年8月3日,不详,不详,不详,网站无法访问
2016/8/5,贷投者,上海市,2015/6/5,提现困难,https://www.p2peye.com/thread-826537-1-1.html,10000万元人民币,马军锋,2016年8月3日,不详,不详,不详,限制提现，大量到期标的仍显示还款中
