评论,评分
大门进来记得拿地图上有很多信息，游玩项目还有剧场演出，这踩高跷的小丑很调皮，垂直过山车还有十环过山车都是很刺激好玩的，还有摩托过山车，记得要多拍照留念哦，开心，今年七月份去的周末很多人坐地铁很方便……欢乐世界所有项目都包含在门票内了，就是有些项目很多人排队……,5
在网上订票取票很方便！一定要在非节假日去玩要不然排队估计都要好久！从开园一直玩到闭园，超级满足！里面还有各种表演！如果要玩刺激的垂直过山车和u型板强推！因为太大了，就算你不吃饭也玩不完，所以如果是玩想玩的话，一天足够了，但一定要有好体力！晚上的马戏团表演超级赞！气氛和表演都很好～,5
丰富的游乐项目，高大尚，表演的节目也很精彩，管理服务很到位，值得一去！一定要购买快速通道手环，150元/人，可用于10个主要项目的快速通过，每个项目就算节约20分钟（保守估计）的排队时间，可以节约3个小时以上，真的太有必要了！垂直过山车我就有时间多玩几次！,5
这次是专程带小娃来玩，baby差一点90cm所以很多项目很遗憾不能玩，园区不大但是适合玩一天，我们中午11点入园，几乎大项设施成人都有玩上，老公也是见缝插针的独自跑去玩一些设施，总体来说我感觉广州人民很热情，我来这得到很多人的帮忙，连小妹妹都热心的给我的娃绑安全带，下次会再来！因为印象很棒！大伙可以从南门进来往北门一路走过去！,5
"一次买了9张票，和家人和朋友一起去的，父母和奶奶没怎么玩，看了几场表演和在场区里走走，虽然太阳很毒辣，但可以在有空调的餐厅休息一下，他们觉得都挺好的。特技表演无尿点,大写加粗的赞\(≧▽≦)/，小丑表演挺好的，但伐木剧场真的满满的尿点，我们坐在里面休息而已，每场表演都有接近30分钟的时间。几个大型的机动游戏是不错的，但是海盗船和跳楼机真是够够够的了。。。。园区里的食物，嗯。。。不能抱有任何的期待。在携程订票，挺方便的，到北门后直接去窗口拿票就行，方便。。。个人觉得今天过得挺愉快的，但是最好是平日去，周六日太多人，急流和漂流有关的项目太多人了，根本玩不了，一次几个人，好长的队伍，一直想玩，但每次都玩不成功，排队太久了。一起去朋友拍的照片。",4
定的欢乐世界和大马戏的七点半夜场，欢乐世界不用说国内一流游乐园，不过大马戏入场后前排的座位还得加钱50-200不，表演和互动也都是在前排，可怜我们这些不加钱的在后排伸脖子看，同样200多的价格还是欢乐世界性价比高。实事求是还要为马戏演员的卖力演出点赞！,5
跋山涉水带孩子来这里过春节，住了好多天，最后一站到这，结果没让我们失望，这是孩子来最开心，最快乐的一天，里面的东西玲珑满目，目不暇接，每样东西孩子基本都两遍，我都跟着跑累了，上帝啊，从早上开门到关门，中午就吃了跟肠，一个冰激凌，那一天我感觉自己明显瘦了，这可真是减肥的好去处，哈哈,5
门票用上券是&#165;195/大人。早上9:30开门就进去，北门那边游乐设施开得早，有U型滑板，然后再去10:00开的区，有垂直过山车，最后再去10:30开的尖叫区，有十环过山车和摩托过山车。非周末不至于排队。里面不允许带餐饮，进门要搜包的，但园区餐饮太贵了！一碗粉48、46，炸鸡套餐78！吃撑了进去做项目又容易恶心，但是都玩下来加上看表演，我至少呆7小时，所以怎么吃饭是个事儿。表演特别推荐！,5
首先，在携程上买票便宜了近50元！这次1票2园的活动让我有机会跑到水上乐园走一趟。周1去的，人不算多，刺激的都玩了！垂直过山车直冲下来那失重感强！刺激！十环过山车的急上急下的也刺激！大摆锤不算刺激吧，但是很是爽！就是个大型的荡秋千吧，甩上去甩下来，那就是兜风的感觉还有飞的感觉，真的好爽，这个共玩了4次！U形滑板就比大摆锤刺激点。。。还有我想问怎么就没有海盗船呢？刺激的项目还是有点少。节目的话都没什么时间去看了，下午差不多6点就走了。总的来说，值了！,5
"用的长隆万圣节套票，就是欢乐世界和水上乐园通用的一天票。两个地方可以随意往返。
万圣节主题还是相当赞的。
全天票有一个很大的好处，就是下午三点之前，玩什么游乐设施都没有什么人排队的，豪爽！
上次玩的激流勇进漂流那些都排了两三个小时，这次都几乎秒上。
因为大部队都买的三点之后的夜场票，所以大家一定要争取三点之前玩完想玩的机动设施。之后留作夜场鬼屋，比较能够合理安排时间，排队较少。


万圣节系列有十个项目。胆子非常小，根据@fayebb 的点评去玩的所有鬼屋设施，心理底气稍微足了一些。


【四维电影鬼吹灯】
真的很无趣，效果很一般，全程大家除了背后被捅了一下的时候叫出来，其他的都毫无反应。排队也很快。三点之前是里约大冒险。

【森林神庙】
去的是白天的，没啥意思，就是走哪个水帘还比较有新意。不吓人。

【星际决战】
就是一群人坐在车厢里，两边是动画，还是比较有代入感，车子一晃一晃这样而已。

【3D迷幻空间】
因为这是全天开放的，所以也是去的第一个鬼屋。排队的时候就看到几个女生一进去就被吓得跳了出来。也是我觉得最可怕的一个，因为完全没有防备的说。很多鬼的手伸出来绕来绕去，简直就崩溃了。最主要是我前面是一个男生不停自己吓自己人，我简直是被他吓得魂飞魄散。

【生化实验室】
之前看到说每次只放六个人进去，吓得放在很后面才玩，好在放我们有一二十个人进去。全程一路跑。嗓子也喊哑了。出来后也不知道到底看了些啥。就感觉每个木头窗户都会突然打开一个真人鬼头就出现了这样。

【监狱风云】
确实是主题感最强的。前面四个男生，带错路，本来我们几个走在最前面，最后绕了一圈又绕回原地混进了后面的队伍。我觉得这个比较可怕的。主要是还有很多前面的人通过栅栏吓我们。也确实好像走了最久。最后一个房间。好多真人僵尸走来走去，冲过来，简直吓昏了我。

【僵尸大作战】
这个是好几个车厢连在一起，开一圈车。没什么意思。车子下面的僵尸就在车子旁晃一晃。不吓人。开抢也打不到什么的感觉。一点不吓人。

【幽灵大屋】
鬼屋差不多都是23点关闭，这个是最后十点半玩的一个鬼屋。人当时已经很少了。所以每次只放了六个人进去。结果好惨的被排在第一个。后来进门时候死活不肯进去，让后面的几个先进去，结果第一个转弯就尖叫退了出来，后面的人也不干进，就把我们前面两个死活往前推。进去之后本来是空房间，他们说刚才明明有个鬼，结果刚准备走出去，就一个真人鬼冲出来，我又吓得掉了魂。",4
玩的东西非常全，一次不过瘾还可以再玩，玩到过瘾为止，情侣去可以星期一去，有情侣票买，比较优惠，喜欢玩过山车的朋友就有福了，里面有十环火车，九十度过山车，摩托过山车，还一个十比较适合小孩子做的过山车，还有很多很多好玩的，比较胆小的朋友也可以去练练胆子！还有表演看！,5
玩的很开心，去的时候还没开门，就在周边逛了一会，九点半准时开门，进去就玩了十环过山车，好兴奋，垂直，大摆锤，龙卷风暴，唯一的遗憾就是U型滑板在安全检测，没玩成，不过晚上的鬼屋把这个唯一恩遗憾补回来了，快六点多才去到了水上乐园，早知道可以两园通用的话，应该早一点去的，水上乐园没怎么玩…对了，刚好碰巧是万圣节，还化妆了，百鬼游街，很开心啦,5
本以为星期四人会少一点，结果还是好多人。坐垂直过山车的人巨多要排好久的队，不过事实证明还是很值得的，可惜只顾着玩照片只有寥寥的几张。我和朋友从早上十点玩到下午四点，把能玩的设施全都玩了个遍，差点累成狗。顺带说一声游乐园的吃的真的不是一般的贵-_-#,5
"我们是周四去的，人不多所以排队的时间不长，再加上这天阳光不强烈，所以玩得还是挺尽兴的～
园内饮食都比较贵，所以最好自备饮食(食物可以藏在包里,检查不会很严)；然后如果可以的话准备雨衣…园内雨衣15元1件，主要是激流勇进和海盗漂流会湿身(是当头淋下来的,一定会湿！！而且物品包括鞋子也不能放在岸上,所以也最好穿拖鞋或凉鞋过去)园外有10元一件的但质量很差
如果之前没怎么玩过激烈的机动游戏的话,最好就从一些较简单的开始玩起,比如家庭过山车,龙卷风暴等,一步步适应下去,再玩那些刺激的(小tips:玩的时候把头靠在椅上或头靠上就会感觉好很多～闭上眼睛就几乎没什么刺激感了～)
表演的话个人感觉挺无聊的…不过也可以在休息的时候当作消遣咯
里面还是挺多适合拍照的地方的",5
