标题,链接,开始时间,预计结束时间,第几次拍卖,成交价,成交时间,延时次数,起拍价,保证金,评估价,加价幅度,竞价周期,延时周期,类型,优先购买权人,处置单位,报名人数,设置提醒人数,围观次数,竞买次数,市场价,总跳跃幅度,总跳跃次数,平均跳跃幅度,前期总跳跃幅度,前期总跳跃次数,前期平均跳跃幅度,中期总跳跃幅度,中期总跳跃次数,中期平均跳跃幅度,后期总跳跃幅度,后期总跳跃次数,后期平均跳跃幅度,竞买记录,跳跃记录
拍卖浙JQ766J号奇瑞牌小型汽车,https://sf.taobao.com/sf_item/566878432885.htm,2018/4/19 10:00,2018/4/20 10:00,第一次拍卖,18900,2018/4/20 10:00,0,"18,900","3,780","27,000","1,000",1天,5分钟,拍卖,无,台州市椒江区人民法院,2,49,2859,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566878432885.csv,.\data\566878432885jump.csv
津GTR531日产GT-R牌小型轿车,https://sf.taobao.com/sf_item/566878496250.htm,2018/4/19 10:00,2018/4/20 10:00,第一次拍卖,585000,2018/4/20 10:00,0,"585,000","50,000","585,000","5,000",1天,5分钟,拍卖,无,天津市津南区人民法院,2,161,9254,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566878496250.csv,.\data\566878496250jump.csv
粤EX5803大型汽车（大运牌）,https://sf.taobao.com/sf_item/566879668099.htm,2018/4/19 10:00,2018/4/20 10:00,第一次拍卖,210000,2018/4/20 10:00,0,"210,000","21,000","300,000","2,000",1天,5分钟,拍卖,无,佛山市高明区人民法院,1,15,1223,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566879668099.csv,.\data\566879668099jump.csv
川AV9780凯宴小型越野客车,https://sf.taobao.com/sf_item/566976181550.htm,2018/4/19 10:00,2018/4/20 10:00,第一次拍卖,447300,2018/4/20 10:00,0,"279,300","55,000","399,000","14,000",1天,5分钟,拍卖,无,邛崃市人民法院,13,826,25152,13,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566976181550.csv,.\data\566976181550jump.csv
津AEF090小型普通客车,https://sf.taobao.com/sf_item/566993365958.htm,2018/4/19 10:00,2018/4/20 10:00,第一次拍卖,33100,2018/4/20 10:00,0,"7,500",750,"7,500",200,1天,5分钟,拍卖,无,天津市津南区人民法院,4,55,1791,32,,19400,15,1293.333333,13000,6,2166.666667,6400,9,711.1111111,0,0,0,.\data\566993365958.csv,.\data\566993365958jump.csv
登记在公主岭市亿阳物流有限公司车牌号吉C3C760重型自卸货车,https://sf.taobao.com/sf_item/567033045919.htm,2018/4/19 10:00,2018/4/20 10:00,第一次拍卖,217910,2018/4/20 10:00,0,"140,910","15,000","201,300","1,000",1天,5分钟,拍卖,无,桦甸市人民法院,10,71,3171,29,,49000,8,6125,31000,4,7750,18000,4,4500,0,0,0,.\data\567033045919.csv,.\data\567033045919jump.csv
鄂CLP670东风标致牌车辆一辆,https://sf.taobao.com/sf_item/567036853225.htm,2018/4/19 10:00,2018/4/20 10:00,第二次拍卖,100800,2018/4/20 10:00,0,"100,800","10,000","126,000","1,000",1天,5分钟,拍卖,无,郑州高新技术产业开发区人民法院,1,47,2189,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\567036853225.csv,.\data\567036853225jump.csv
粤EX5906大型汽车（大运牌）,https://sf.taobao.com/sf_item/567083766651.htm,2018/4/19 10:00,2018/4/20 10:00,第一次拍卖,175000,2018/4/20 10:00,0,"175,000","20,000","250,000","1,500",1天,5分钟,拍卖,无,佛山市高明区人民法院,1,21,1078,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\567083766651.csv,.\data\567083766651jump.csv
粤EX5200大型汽车（大运牌）,https://sf.taobao.com/sf_item/567085866565.htm,2018/4/19 10:00,2018/4/20 10:00,第一次拍卖,175000,2018/4/20 10:00,0,"175,000","20,000","250,000","1,500",1天,5分钟,拍卖,无,佛山市高明区人民法院,1,25,1696,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\567085866565.csv,.\data\567085866565jump.csv
甘NC2473华泰圣达菲牌SDH6454M4小型普通客车,https://sf.taobao.com/sf_item/567164951915.htm,2018/4/19 10:00,2018/4/20 10:00,第一次拍卖,21264.5,2018/4/20 10:00,0,"19,764.50","2,000","28,235",300,1天,5分钟,拍卖,无,临夏县人民法院,2,47,1715,6,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\567164951915.csv,.\data\567164951915jump.csv
车牌号为浙AX8A25号汽车一辆,https://sf.taobao.com/sf_item/567165751430.htm,2018/4/19 10:00,2018/4/20 10:00,第一次拍卖,31900,2018/4/20 10:00,0,"10,900","2,100","15,496","1,000",1天,5分钟,拍卖,无,杭州市余杭区人民法院,5,32,1617,7,,15000,3,5000,12000,2,6000,3000,1,3000,0,0,0,.\data\567165751430.csv,.\data\567165751430jump.csv
粤EX4449大型汽车（大运牌）,https://sf.taobao.com/sf_item/567170687394.htm,2018/4/19 10:00,2018/4/20 10:00,第一次拍卖,175000,2018/4/20 10:00,0,"175,000","20,000","250,000","1,500",1天,5分钟,拍卖,无,佛山市高明区人民法院,1,9,1040,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\567170687394.csv,.\data\567170687394jump.csv
粤EX5903大型汽车（大运牌）,https://sf.taobao.com/sf_item/567170707073.htm,2018/4/19 10:00,2018/4/20 10:00,第一次拍卖,175000,2018/4/20 10:00,0,"175,000","20,000","250,000","1,500",1天,5分钟,拍卖,无,佛山市高明区人民法院,1,17,1044,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\567170707073.csv,.\data\567170707073jump.csv
车牌号为浙C0L002丰田牌小型汽车,https://sf.taobao.com/sf_item/567171011739.htm,2018/4/19 10:00,2018/4/20 10:00,第一次拍卖,21880,2018/4/20 10:00,0,"5,880","1,000","8,400",500,1天,5分钟,拍卖,无,温州市龙湾区人民法院,19,267,7544,29,,2000,4,500,2000,4,500,0,0,0,0,0,0,.\data\567171011739.csv,.\data\567171011739jump.csv
（破）苏州航天特谱清洁能源有限公司苏E3827A捷达牌小汽车,https://sf.taobao.com/sf_item/567375456942.htm,2018/4/19 10:00,2018/4/20 10:00,第二次拍卖,16000,2018/4/20 10:00,0,"16,000","1,600","20,000",500,1天,5分钟,拍卖,无,苏州航天特谱清洁能源有限公司管理人,1,49,2681,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\567375456942.csv,.\data\567375456942jump.csv
湘E7HY85号力帆牌LF7152B型小汽车,https://sf.taobao.com/sf_item/567532010912.htm,2018/4/19 10:00,2018/4/20 10:00,第二次拍卖,11200,2018/4/20 10:00,0,"11,200","2,000","14,000",200,1天,5分钟,拍卖,无,武冈市人民法院,1,4,1252,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\567532010912.csv,.\data\567532010912jump.csv
牌号为浙B730Y9梅塞德斯-奔驰牌小型轿车,https://sf.taobao.com/sf_item/567023242883.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,402500,2018/4/19 11:02,48,"250,000","50,000","345,000","2,500",1天,5分钟,拍卖,无,宁波市鄞州区人民法院,9,242,11911,62,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\567023242883.csv,.\data\567023242883jump.csv
车牌号为浙A666EW号汽车一辆,https://sf.taobao.com/sf_item/566782973035.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,302700,2018/4/19 10:47,29,"208,700","41,000","298,012","1,000",1天,5分钟,拍卖,无,杭州市余杭区人民法院,16,564,21701,49,,46000,10,4600,0,0,0,3000,2,1500,43000,8,5375,.\data\566782973035.csv,.\data\566782973035jump.csv
车牌为浙A857WV巡洋舰牌小型越野客车一辆,https://sf.taobao.com/sf_item/566917949553.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,511000,2018/4/19 10:40,38,"242,000","45,000","344,377","1,000",1天,5分钟,拍卖,无,杭州市江干区人民法院,27,1749,38782,86,,184000,10,18400,184000,10,18400,0,0,0,0,0,0,.\data\566917949553.csv,.\data\566917949553jump.csv
车牌号为浙A798G3号汽车一辆,https://sf.taobao.com/sf_item/566782857677.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,57900,2018/4/19 10:40,23,"9,900","1,900","14,107","1,000",1天,5分钟,拍卖,无,杭州市余杭区人民法院,19,302,10811,47,,2000,2,1000,1000,1,1000,0,0,0,1000,1,1000,.\data\566782857677.csv,.\data\566782857677jump.csv
苏FGK582北京现代牌汽车一辆,https://sf.taobao.com/sf_item/566881822589.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,30600,2018/4/19 10:29,19,"15,000","3,000",,300,1天,5分钟,拍卖,无,如皋市人民法院,15,229,8180,52,"21,000",300,1,300,0,0,0,0,0,0,300,1,300,.\data\566881822589.csv,.\data\566881822589jump.csv
车牌为浙H36761别克小型普通客车一辆,https://sf.taobao.com/sf_item/567402534376.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,60500,2018/4/19 10:27,9,"51,000","10,000","78,000",500,1天,5分钟,拍卖,无,杭州市下城区人民法院,4,31,2591,19,,500,1,500,0,0,0,0,0,0,500,1,500,.\data\567402534376.csv,.\data\567402534376jump.csv
沪ATD219江铃轻型箱式货车,https://sf.taobao.com/sf_item/566571361225.htm,2018/4/16 10:00,2018/4/19 10:00,第一次拍卖,78000,2018/4/19 10:26,28,"35,000","5,000","49,100",500,3天,5分钟,拍卖,无,上海市青浦区人民法院,12,75,4893,66,,10500,9,1166.666667,6000,5,1200,4500,4,1125,0,0,0,.\data\566571361225.csv,.\data\566571361225jump.csv
粤JWC031黑色奥迪小型汽车,https://sf.taobao.com/sf_item/567012302572.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,40789,2018/4/19 10:19,96,"9,089","1,500","9,089",100,1天,5分钟,拍卖,无,海南省第一中级人民法院,21,219,12611,247,,7100,25,284,400,3,133.3333333,500,3,166.6666667,6200,19,326.3157895,.\data\567012302572.csv,.\data\567012302572jump.csv
车牌号为浙AJ01W0的小型普通客车一辆,https://sf.taobao.com/sf_item/567088803329.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,32000,2018/4/19 10:18,24,"10,000","2,000","2,000",500,1天,5分钟,拍卖,无,杭州市江干区人民法院,11,24,1948,31,,7000,1,7000,0,0,0,0,0,0,7000,1,7000,.\data\567088803329.csv,.\data\567088803329jump.csv
关于拍卖被执行人XXX所有的闽C3T863号宝来小型轿车,https://sf.taobao.com/sf_item/565658508812.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,10250,2018/4/19 10:18,12,"8,600","1,000","8,600",150,1天,5分钟,拍卖,无,安溪县人民法院,4,52,7661,12,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565658508812.csv,.\data\565658508812jump.csv
牌号为浙BG29E7的小型轿车一辆,https://sf.taobao.com/sf_item/566240628425.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,51500,2018/4/19 10:17,19,"38,000","7,000","53,000",500,1天,5分钟,拍卖,无,宁波市鄞州区人民法院,10,155,6104,28,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566240628425.csv,.\data\566240628425jump.csv
罗健所有的北京现代牌汽车（号牌号码：川EB8605）,https://sf.taobao.com/sf_item/566784901547.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,120000,2018/4/19 10:15,17,"84,000","8,000","83,966","1,000",1天,5分钟,拍卖,无,古蔺县人民法院,10,81,4904,29,,8000,3,2666.666667,0,0,0,8000,3,2666.666667,0,0,0,.\data\566784901547.csv,.\data\566784901547jump.csv
沪AGY015江铃小型非载货专项作业车,https://sf.taobao.com/sf_item/566738007949.htm,2018/4/16 10:00,2018/4/19 10:00,第一次拍卖,87000,2018/4/19 10:15,45,"42,000","5,000","59,000",500,3天,5分钟,拍卖,无,上海市青浦区人民法院,11,280,12652,66,,12500,5,2500,6000,2,3000,0,0,0,6500,3,2166.666667,.\data\566738007949.csv,.\data\566738007949jump.csv
浙B-K037G马自达汽车,https://sf.taobao.com/sf_item/566632953557.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,39700,2018/4/19 10:14,12,"28,700","3,000","28,700",500,1天,5分钟,拍卖,无,马鞍山市花山区人民法院,13,327,12107,21,,1000,2,500,0,0,0,0,0,0,1000,2,500,.\data\566632953557.csv,.\data\566632953557jump.csv
贵JTL259小型轿车（本田思域（CIVIC））,https://sf.taobao.com/sf_item/567008430460.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,48240,2018/4/19 10:14,11,"42,240","5,000","52,800",500,1天,5分钟,拍卖,无,都匀市人民法院,6,100,5069,12,,500,1,500,0,0,0,0,0,0,500,1,500,.\data\567008430460.csv,.\data\567008430460jump.csv
赣CU3518陕汽牌SX3255NR464重型自卸货车,https://sf.taobao.com/sf_item/566822568116.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,91500,2018/4/19 10:13,9,"60,300","4,000","67,000",400,1天,5分钟,拍卖,无,高安市人民法院,10,162,5299,45,,13600,10,1360,0,0,0,9200,6,1533.333333,4400,4,1100,.\data\566822568116.csv,.\data\566822568116jump.csv
琼AXV960黑色雷克萨斯小型汽车,https://sf.taobao.com/sf_item/566928757294.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,95890,2018/4/19 10:13,7,"32,890","6,000","32,890",600,1天,5分钟,拍卖,无,海南省第一中级人民法院,24,477,18203,28,,46800,6,7800,46800,6,7800,0,0,0,0,0,0,.\data\566928757294.csv,.\data\566928757294jump.csv
鲁BX182U号车,https://sf.taobao.com/sf_item/567088286561.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,151168,2018/4/19 10:10,12,"134,368","20,000","167,960",800,1天,5分钟,拍卖,无,青岛市市北区人民法院,6,57,4346,22,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\567088286561.csv,.\data\567088286561jump.csv
浙AJ578 N黑色奥迪A6轿车一辆,https://sf.taobao.com/sf_item/567025558291.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,48000,2018/4/19 10:09,6,"35,000","5,000","49,580",500,1天,5分钟,拍卖,无,浙江省杭州市中级人民法院,6,34,5010,14,,6500,3,2166.666667,0,0,0,1500,1,1500,5000,2,2500,.\data\567025558291.csv,.\data\567025558291jump.csv
鲁D6N099雅阁牌轿车一辆,https://sf.taobao.com/sf_item/566740503774.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,80300,2018/4/19 10:08,19,"71,600","4,000","71,600",300,1天,5分钟,拍卖,无,滕州市人民法院,8,151,9361,30,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566740503774.csv,.\data\566740503774jump.csv
苏CY556Q丰田牌小型轿车,https://sf.taobao.com/sf_item/567021002312.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,70500,2018/4/19 10:08,4,"55,000","3,000","55,800",500,1天,5分钟,拍卖,无,沛县人民法院,13,145,8314,25,,3500,2,1750,500,1,500,3000,1,3000,0,0,0,.\data\567021002312.csv,.\data\567021002312jump.csv
浙C573C3北京现代牌小型轿车,https://sf.taobao.com/sf_item/566966719135.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,49800,2018/4/19 10:06,3,"40,800","5,000","51,090","1,000",1天,5分钟,拍卖,无,苍南县人民法院,7,60,4275,9,,1000,1,1000,0,0,0,0,0,0,1000,1,1000,.\data\566966719135.csv,.\data\566966719135jump.csv
浙G500PU五十铃牌轻型普通货车,https://sf.taobao.com/sf_item/566758815593.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,68500,2018/4/19 10:06,4,"32,000","3,000","45,000",500,1天,5分钟,拍卖,无,金华市金东区人民法院,22,230,7628,49,,12500,6,2083.333333,11500,4,2875,1000,2,500,0,0,0,.\data\566758815593.csv,.\data\566758815593jump.csv
北京现代牌小型普通客车,https://sf.taobao.com/sf_item/566942925157.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,38000,2018/4/19 10:06,2,"36,000","2,000","36,000",500,1天,5分钟,拍卖,无,乌兰县人民法院,3,73,2442,5,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566942925157.csv,.\data\566942925157jump.csv
车牌号为浙A06N06号汽车一辆,https://sf.taobao.com/sf_item/566949683990.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,49400,2018/4/19 10:05,17,"7,400","1,400","10,448","1,000",1天,5分钟,拍卖,无,杭州市余杭区人民法院,11,69,3666,36,,7000,2,3500,0,0,0,5000,1,5000,2000,1,2000,.\data\566949683990.csv,.\data\566949683990jump.csv
（一拍）苏EMA352汽车一辆,https://sf.taobao.com/sf_item/567093323834.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,6280,2018/4/19 10:04,7,"5,000",500,"7,000",80,1天,5分钟,拍卖,无,常熟市人民法院,6,33,3541,10,,560,1,560,0,0,0,0,0,0,560,1,560,.\data\567093323834.csv,.\data\567093323834jump.csv
被执行人王胜英所有的车牌号为湘MA1977丰田牌轿车一辆,https://sf.taobao.com/sf_item/566085603934.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,137920,2018/4/19 10:04,2,"91,920","9,000","91,920","2,000",1天,5分钟,拍卖,无,永州市冷水滩区人民法院,14,361,20672,20,,8000,4,2000,4000,2,2000,2000,1,2000,2000,1,2000,.\data\566085603934.csv,.\data\566085603934jump.csv
吴宏明所有的雪佛兰轿车一辆,https://sf.taobao.com/sf_item/566801832108.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,26586,2018/4/19 10:04,1,"26,586","2,600","37,980","1,000",1天,5分钟,拍卖,无,海西州中级人民法院,4,37,3431,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566801832108.csv,.\data\566801832108jump.csv
桂A13921雷诺科雷傲越野车,https://sf.taobao.com/sf_item/567087159059.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,92800,2018/4/19 10:04,1,"90,800","10,000","113,500","1,000",1天,5分钟,拍卖,无,昭平县人民法院,4,83,4768,3,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\567087159059.csv,.\data\567087159059jump.csv
梅赛德斯-奔驰,https://sf.taobao.com/sf_item/567017390345.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,661000,2018/4/19 10:02,2,"556,000","100,000","694,942","5,000",1天,5分钟,拍卖,无,大庆市龙凤区人民法院,7,371,9003,19,,15000,3,5000,0,0,0,15000,3,5000,0,0,0,.\data\567017390345.csv,.\data\567017390345jump.csv
鲁QU8333奔驰ML300牌小型汽车一辆,https://sf.taobao.com/sf_item/567024446409.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,388160,2018/4/19 10:02,2,"312,160","30,000","390,200","2,000",1天,5分钟,拍卖,无,临沂市罗庄区人民法院,9,465,12569,9,,60000,2,30000,0,0,0,60000,2,30000,0,0,0,.\data\567024446409.csv,.\data\567024446409jump.csv
鲁H29K20帕萨特牌小型轿车,https://sf.taobao.com/sf_item/566821302652.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,21720,2018/4/19 10:01,2,"17,820","1,000","19,800",300,1天,5分钟,拍卖,无,汶上县人民法院,4,73,7057,13,,300,1,300,0,0,0,300,1,300,0,0,0,.\data\566821302652.csv,.\data\566821302652jump.csv
鲁MU1100东风日产牌车辆,https://sf.taobao.com/sf_item/566931649599.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,54480,2018/4/19 10:01,1,"54,480","8,200","68,100",500,1天,5分钟,拍卖,无,滨州市滨城区人民法院,1,151,6881,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566931649599.csv,.\data\566931649599jump.csv
车牌号为浙ANS317长安牌小型客车,https://sf.taobao.com/sf_item/567006754139.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,26000,2018/4/19 10:00,1,"25,000","5,000","2,039",500,1天,5分钟,拍卖,无,淳安县人民法院,4,8,1287,3,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\567006754139.csv,.\data\567006754139jump.csv
牌照号为冀D959AC黑色宝马528Li汽车一辆,https://sf.taobao.com/sf_item/566372027990.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,313265,2018/4/19 10:00,0,"313,265","30,000","348,071.23","3,000",1天,5分钟,拍卖,无,曲周县人民法院,1,54,10635,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566372027990.csv,.\data\566372027990jump.csv
鲁P1858C雪佛兰牌车辆,https://sf.taobao.com/sf_item/566930813915.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,28800,2018/4/19 10:00,0,"28,800","3,000","36,000","1,000",1天,5分钟,拍卖,无,济南市天桥区人民法院,1,48,2954,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566930813915.csv,.\data\566930813915jump.csv
赣B69Z82白色现代轿车一辆,https://sf.taobao.com/sf_item/566942069618.htm,2018/4/18 10:00,2018/4/19 10:00,第一次拍卖,71100,2018/4/19 10:00,0,"33,600","3,000","33,600",500,1天,5分钟,拍卖,无,寻乌县人民法院,15,475,11784,46,,15000,7,2142.857143,15000,7,2142.857143,0,0,0,0,0,0,.\data\566942069618.csv,.\data\566942069618jump.csv
捷豹新MYP996,https://sf.taobao.com/sf_item/567316432466.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,280000,2018/4/19 10:00,0,"280,000","30,000","350,000","1,000",1天,5分钟,拍卖,无,射洪县人民法院,4,75,4401,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\567316432466.csv,.\data\567316432466jump.csv
粤BX720F号奔驰牌小型客车,https://sf.taobao.com/sf_item/567375453674.htm,2018/4/18 10:00,2018/4/19 10:00,第二次拍卖,91000,2018/4/19 10:00,0,"84,000","16,000","110,000","1,000",1天,5分钟,拍卖,无,咸宁市咸安区人民法院,3,48,2648,8,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\567375453674.csv,.\data\567375453674jump.csv
车牌号浙AC2V58号小型车辆,https://sf.taobao.com/sf_item/566630265059.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,51500,2018/4/18 10:49,20,"27,000","4,000","33,273",500,1天,5分钟,拍卖,无,杭州市富阳区人民法院,8,12,2688,24,,13000,8,1625,0,0,0,7500,2,3750,5500,6,916.6666667,.\data\566630265059.csv,.\data\566630265059jump.csv
车牌号浙AY6W68小型车辆,https://sf.taobao.com/sf_item/566798707041.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,61500,2018/4/18 10:37,29,"21,000","3,000","25,436",500,1天,5分钟,拍卖,无,杭州市富阳区人民法院,19,179,7173,42,,20000,2,10000,0,0,0,18000,1,18000,2000,1,2000,.\data\566798707041.csv,.\data\566798707041jump.csv
车牌号为浙DD1F90号汽车一辆,https://sf.taobao.com/sf_item/566708214568.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,69100,2018/4/18 10:36,16,"48,100","9,600","68,670","1,000",1天,5分钟,拍卖,无,杭州市余杭区人民法院,15,146,5513,21,,1000,1,1000,0,0,0,0,0,0,1000,1,1000,.\data\566708214568.csv,.\data\566708214568jump.csv
闽JCG909东风日产牌DFL7165VAK1小型轿车,https://sf.taobao.com/sf_item/565881112641.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,56100,2018/4/18 10:34,8,"39,100","5,000","39,100",500,1天,5分钟,拍卖,无,福鼎市人民法院,6,130,9089,35,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565881112641.csv,.\data\565881112641jump.csv
桂JW2935号牌小型车辆,https://sf.taobao.com/sf_item/566783361290.htm,2018/4/17 10:00,2018/4/18 10:00,第一次拍卖,20890,2018/4/18 10:34,9,"13,090","2,000","18,700",200,1天,5分钟,拍卖,无,佛山市三水区人民法院,6,121,9986,33,,1400,3,466.6666667,0,0,0,1400,3,466.6666667,0,0,0,.\data\566783361290.csv,.\data\566783361290jump.csv
